player,player_id,pos,PTS,AST,REB,STL,BLK,TOV,AST_TO,STOCKS,FIC,age,year
Bogdan Bogdanović,203992,G,8.0,2.69,2.88,0.5,0.06,1.19,2.2605042016806722,0.56,12.94,33.0,2026
Bol Bol,1629626,C,6.78,0.61,2.89,0.25,0.69,0.56,1.0892857142857142,0.94,10.66,25.0,2025
Adem Bona,1641737,F,5.81,0.47,4.22,0.45,1.19,1.05,0.4476190476190476,1.64,11.09,22.0,2025
Adem Bona,1641737,F,4.03,0.27,3.8,0.33,1.33,0.67,0.40298507462686567,1.66,9.09,22.0,2026
Devin Booker,1626164,G,25.64,7.05,4.07,0.89,0.21,2.93,2.406143344709897,1.1,34.93,28.0,2025
Devin Booker,1626164,G,25.24,6.49,4.05,0.92,0.32,3.27,1.9847094801223242,1.24,33.75,29.0,2026
Brandon Boston,1630527,G,10.67,2.19,3.19,1.26,0.21,1.24,1.7661290322580645,1.47,16.28,23.0,2025
Chris Boucher,1628449,F,10.04,0.66,4.48,0.48,0.5,0.58,1.1379310344827587,0.98,15.58,32.0,2025
Chris Boucher,1628449,F,2.25,0.38,2.25,0.62,0.88,0.12,3.166666666666667,1.5,6.26,32.0,2026
Jamaree Bouyea,1631123,G,3.4,2.0,1.0,0.8,0.4,1.6,1.25,1.2,6.0,26.0,2025
Jamaree Bouyea,1631123,G,7.63,1.74,2.05,0.63,0.37,0.37,4.702702702702703,1.0,12.05,26.0,2026
Tony Bradley,1628396,C,4.36,0.43,3.0,0.14,0.64,0.36,1.1944444444444444,0.78,8.21,27.0,2025
Tony Bradley,1628396,C,3.82,0.48,2.58,0.12,0.15,0.42,1.1428571428571428,0.27,6.73,28.0,2026
Malaki Branham,1631103,F,5.0,0.81,1.09,0.23,0.04,0.72,1.1250000000000002,0.27,6.45,22.0,2025
Malaki Branham,1631103,F,3.74,0.91,1.61,0.39,0.13,0.52,1.75,0.52,6.26,22.0,2026
Christian Braun,1631128,G,15.42,2.59,5.19,1.08,0.47,1.03,2.5145631067961163,1.55,23.72,24.0,2025
Christian Braun,1631128,G,9.5,2.5,4.21,0.64,0.43,1.21,2.066115702479339,1.07,16.07,24.0,2026
Jalen Bridges,1641779,F,1.12,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.12,24.0,2025
Mikal Bridges,1628969,G,17.61,3.73,3.16,0.91,0.52,1.61,2.3167701863354035,1.43,24.32,28.0,2025
Mikal Bridges,1628969,G,16.12,4.27,4.56,1.59,0.88,1.0,4.27,2.47,26.42,29.0,2026
Miles Bridges,1628970,F,20.31,3.88,7.52,0.69,0.7,2.12,1.8301886792452828,1.39,30.98,27.0,2025
Miles Bridges,1628970,F,19.65,3.68,6.48,0.52,0.52,1.45,2.537931034482759,1.04,29.4,27.0,2026
Oshae Brissett,1629052,F,8.67,0.67,3.67,0.67,0.5,1.33,0.5037593984962406,1.17,12.85,27.0,2025
Malcolm Brogdon,1627763,G,12.71,4.08,3.79,0.54,0.21,1.58,2.5822784810126582,0.75,19.75,32.0,2025
Dillon Brooks,1628415,G,14.04,1.71,3.67,0.8,0.21,1.01,1.693069306930693,1.01,19.42,29.0,2025
Dillon Brooks,1628415,G,21.14,1.71,3.26,1.14,0.06,2.03,0.8423645320197045,1.2,25.28,29.0,2026
Keion Brooks Jr.,1631232,F,10.14,0.93,4.14,0.71,0.71,0.86,1.0813953488372094,1.42,15.77,24.0,2025
Bruce Brown,1628971,G,8.39,1.56,3.78,0.94,0.17,1.06,1.471698113207547,1.11,13.78,28.0,2025
Bruce Brown,1628971,G,8.22,2.43,4.17,0.74,0.3,0.87,2.793103448275862,1.04,14.99,28.0,2025
Bruce Brown,1628971,G,8.29,2.05,4.0,0.83,0.24,0.95,2.1578947368421053,1.07,14.46,28.0,2025
Bruce Brown,1628971,G,7.1,2.15,4.22,0.98,0.22,1.05,2.0476190476190474,1.2,13.62,29.0,2026
Jaylen Brown,1627759,G,22.19,4.54,5.84,1.16,0.3,2.57,1.766536964980545,1.46,31.46,28.0,2025
Jaylen Brown,1627759,G,29.43,4.89,6.46,0.97,0.38,3.78,1.2936507936507937,1.35,38.35,29.0,2026
Kobe Brown,1641738,F,1.92,0.6,1.62,0.18,0.1,0.3,2.0,0.28,4.12,25.0,2025
Kobe Brown,1641738,F,2.96,0.85,1.65,0.27,0.08,0.42,2.0238095238095237,0.35,5.39,26.0,2026
Moses Brown,1629650,C,3.22,0.0,1.44,0.22,0.11,0.67,0.0,0.33,4.32,25.0,2025
Moses Brown,1629650,C,11.75,0.5,7.75,1.0,0.75,1.25,0.4,1.75,20.5,25.0,2025
Moses Brown,1629650,C,5.85,0.15,3.38,0.46,0.31,0.85,0.17647058823529413,0.77,9.3,25.0,2025
Jalen Brunson,1628973,G,26.0,7.31,2.88,0.92,0.12,2.52,2.9007936507936507,1.04,34.71,28.0,2025
Jalen Brunson,1628973,G,28.24,6.14,3.24,0.7,0.08,2.3,2.6695652173913045,0.78,36.1,29.0,2026
Thomas Bryant,1628418,C,4.1,0.4,3.2,0.1,0.9,0.2,2.0,1.0,8.5,27.0,2025
Thomas Bryant,1628418,C,6.93,0.88,3.91,0.48,0.57,0.5,1.76,1.05,12.27,27.0,2025
Thomas Bryant,1628418,C,6.5,0.8,3.8,0.42,0.62,0.45,1.777777777777778,1.04,11.69,27.0,2025
Thomas Bryant,1628418,C,4.73,0.43,2.6,0.23,0.4,0.33,1.303030303030303,0.63,8.06,28.0,2026
Kobe Bufkin,1641723,G,5.3,1.7,2.1,0.3,0.2,0.8,2.125,0.5,8.8,21.0,2025
Kobe Bufkin,1641723,G,1.5,0.5,2.0,0.5,0.5,0.5,1.0,1.0,4.5,22.0,2026
Alec Burks,202692,G,7.27,1.12,2.53,0.57,0.14,0.59,1.898305084745763,0.71,11.04,33.0,2025
Jared Butler,1630215,G,6.88,2.56,1.28,0.38,0.16,0.91,2.813186813186813,0.54,10.35,24.0,2025
Jared Butler,1630215,G,11.46,4.93,2.46,1.07,0.29,1.82,2.7087912087912085,1.36,18.39,24.0,2025
Jared Butler,1630215,G,9.02,3.67,1.83,0.7,0.22,1.33,2.7593984962406015,0.92,14.11,24.0,2025
Jimmy Butler III,202710,F,17.04,4.8,5.24,1.08,0.4,1.2,4.0,1.48,27.36,35.0,2025
Jimmy Butler III,202710,F,17.93,5.93,5.5,1.67,0.27,1.47,4.034013605442177,1.94,29.83,35.0,2025
Jimmy Butler III,202710,F,17.53,5.42,5.38,1.4,0.33,1.35,4.014814814814814,1.73,28.71,35.0,2025
Jimmy Butler III,202710,F,20.08,4.89,5.62,1.43,0.22,1.57,3.114649681528662,1.65,30.67,36.0,2026
Matas Buzelis,1641824,F,8.6,0.99,3.48,0.36,0.94,0.92,1.076086956521739,1.3,13.45,20.0,2025
Matas Buzelis,1641824,F,14.78,1.7,5.2,0.72,1.35,1.72,0.9883720930232558,2.07,22.03,21.0,2026
Jamal Cain,1631288,F,5.3,0.59,2.3,0.62,0.24,0.59,1.0,0.86,8.46,26.0,2025
Jamal Cain,1631288,F,2.88,0.31,0.81,0.25,0.06,0.31,1.0,0.31,4.0,26.0,2026
Kentavious Caldwell-Pope,203484,G,8.74,1.77,2.19,1.29,0.44,0.81,2.185185185185185,1.73,13.62,32.0,2025
Kentavious Caldwell-Pope,203484,G,8.31,2.95,2.41,0.79,0.21,1.26,2.3412698412698414,1.0,13.41,32.0,2026
Toumani Camara,1641739,F,11.31,2.24,5.77,1.49,0.64,1.4,1.6000000000000003,2.13,20.05,25.0,2025
Toumani Camara,1641739,F,12.88,2.67,5.12,1.0,0.45,2.1,1.2714285714285714,1.45,20.02,25.0,2026
Clint Capela,203991,C,8.87,1.13,8.53,0.62,0.96,0.85,1.3294117647058823,1.58,19.26,31.0,2025
Clint Capela,203991,C,3.58,0.52,4.48,0.52,0.67,0.48,1.0833333333333335,1.19,9.29,31.0,2026
Branden Carlson,1642382,C,3.81,0.44,1.69,0.16,0.66,0.22,2.0,0.82,6.54,26.0,2025
Branden Carlson,1642382,C,5.0,0.6,2.5,0.2,0.5,0.37,1.6216216216216215,0.7,8.43,26.0,2026
Bub Carrington,1642267,G,9.84,4.44,4.16,0.66,0.26,1.72,2.5813953488372094,0.92,17.64,19.0,2025
Bub Carrington,1642267,G,9.38,4.51,3.87,0.49,0.21,2.15,2.097674418604651,0.7,16.31,20.0,2026
Devin Carter,1642269,G,3.83,1.14,2.11,0.58,0.11,0.5,2.28,0.69,7.27,23.0,2025
Devin Carter,1642269,G,3.17,1.08,1.17,0.5,0.17,0.67,1.6119402985074627,0.67,5.42,23.0,2026
Jevon Carter,1628975,G,4.25,1.11,1.08,0.36,0.08,0.31,3.580645161290323,0.44,6.57,29.0,2025
Jevon Carter,1628975,G,5.68,0.95,1.11,0.58,0.0,0.53,1.792452830188679,0.58,7.79,30.0,2026
Wendell Carter Jr.,1628976,C,9.09,1.97,7.24,0.76,0.6,1.13,1.7433628318584071,1.36,18.53,26.0,2025
Wendell Carter Jr.,1628976,C,12.33,2.1,7.67,0.67,0.72,1.31,1.6030534351145038,1.39,22.18,26.0,2026
D.J. Carton,1630618,G,0.75,0.75,1.0,0.5,0.0,1.0,0.75,0.5,2.0,24.0,2025
Alex Caruso,1627936,G,7.07,2.54,2.94,1.61,0.56,0.69,3.6811594202898554,2.17,14.03,31.0,2025
Alex Caruso,1627936,G,6.27,2.13,2.87,1.4,0.4,0.8,2.6624999999999996,1.8,12.27,31.0,2026
Stephon Castle,1642264,G,14.69,4.1,3.67,0.91,0.27,2.19,1.872146118721461,1.18,21.45,20.0,2025
Stephon Castle,1642264,G,17.31,6.91,5.0,1.25,0.25,3.66,1.8879781420765027,1.5,27.06,21.0,2026
Colin Castleton,1630658,C,1.4,0.0,0.9,0.1,0.1,0.1,0.0,0.2,2.4,25.0,2025
Colin Castleton,1630658,C,6.0,2.0,7.4,0.2,0.2,0.2,10.0,0.4,15.6,25.0,2025
Colin Castleton,1630658,C,7.18,1.64,6.91,0.55,0.73,1.91,0.8586387434554974,1.28,15.1,25.0,2025
Colin Castleton,1630658,C,4.73,1.08,4.69,0.31,0.38,0.88,1.2272727272727273,0.69,10.31,25.0,2025
Julian Champagnie,1630577,F,9.94,1.35,3.88,0.74,0.43,0.9,1.5,1.17,15.44,24.0,2025
Julian Champagnie,1630577,F,11.29,1.46,6.32,0.85,0.41,1.02,1.4313725490196079,1.26,19.31,24.0,2026
Justin Champagnie,1630551,G,8.77,0.97,5.66,1.05,0.63,0.87,1.1149425287356323,1.68,16.21,24.0,2025
Justin Champagnie,1630551,G,6.76,1.03,5.59,0.7,0.59,0.49,2.1020408163265305,1.29,14.18,24.0,2026
Ulrich Chomche,1642279,C,0.71,0.29,1.14,0.0,0.14,0.29,1.0,0.14,1.99,19.0,2025
Cam Christie,1642353,G,1.38,0.46,0.92,0.38,0.08,0.15,3.066666666666667,0.46,3.07,19.0,2025
Cam Christie,1642353,G,3.0,0.54,1.54,0.23,0.08,0.27,2.0,0.31,5.12,20.0,2026
Max Christie,1631108,G,8.48,1.43,2.67,0.76,0.46,0.85,1.6823529411764706,1.22,12.95,22.0,2025
Max Christie,1631108,G,11.22,2.5,4.22,0.91,0.31,1.53,1.6339869281045751,1.22,17.63,22.0,2025
Max Christie,1631108,G,9.6,1.87,3.31,0.82,0.4,1.13,1.6548672566371685,1.22,14.87,22.0,2025
Max Christie,1631108,G,12.26,2.13,3.47,0.47,0.37,1.13,1.8849557522123894,0.84,17.57,22.0,2026
Josh Christopher,1630528,G,2.0,0.57,0.64,0.36,0.21,0.43,1.3255813953488371,0.57,3.35,23.0,2025
Sidy Cissoko,1631321,G,1.29,0.35,0.59,0.06,0.0,0.12,2.9166666666666665,0.06,2.17,21.0,2025
Sidy Cissoko,1631321,G,2.0,1.8,2.2,0.2,0.2,1.8,1.0,0.4,4.6,21.0,2025
Sidy Cissoko,1631321,G,1.45,0.68,0.95,0.09,0.05,0.5,1.36,0.14,2.72,21.0,2025
Sidy Cissoko,1631321,G,6.03,1.51,2.19,0.68,0.24,1.08,1.3981481481481481,0.92,9.57,21.0,2026
Jaylen Clark,1641740,G,4.08,0.65,1.32,0.9,0.05,0.2,3.25,0.95,6.8,23.0,2025
Jaylen Clark,1641740,G,4.37,0.58,1.97,0.82,0.16,0.37,1.5675675675675675,0.98,7.53,24.0,2026
Brandon Clarke,1629634,F,8.34,1.03,5.09,0.81,0.56,0.64,1.609375,1.37,15.19,28.0,2025
Brandon Clarke,1629634,F,4.0,0.5,3.0,1.0,0.0,0.0,inf,1.0,8.5,29.0,2026
Jordan Clarkson,203903,G,16.22,3.73,3.19,0.84,0.24,2.32,1.6077586206896552,1.08,21.9,33.0,2025
Jordan Clarkson,203903,G,9.98,1.37,1.83,0.46,0.15,1.1,1.2454545454545454,0.61,12.69,33.0,2026
Nic Claxton,1629651,C,10.34,2.24,7.36,0.89,1.43,1.24,1.806451612903226,2.32,21.02,26.0,2025
Nic Claxton,1629651,C,13.06,4.03,7.47,0.69,1.36,1.5,2.686666666666667,2.05,25.11,26.0,2026
Donovan Clingan,1642270,C,6.51,1.15,7.87,0.51,1.64,1.07,1.0747663551401867,2.15,16.61,21.0,2025
Donovan Clingan,1642270,C,10.89,1.84,10.71,0.47,1.32,1.0,1.84,1.79,24.23,21.0,2026
Noah Clowney,1641730,F,9.13,0.87,3.93,0.52,0.46,1.0,0.87,0.98,13.91,20.0,2025
Noah Clowney,1641730,F,13.03,1.97,3.95,0.79,0.84,1.76,1.1193181818181819,1.63,18.82,21.0,2026
Amir Coffey,1629599,G,9.67,1.07,2.24,0.56,0.1,0.62,1.7258064516129032,0.66,13.02,28.0,2025
Amir Coffey,1629599,G,2.04,0.33,0.79,0.08,0.08,0.17,1.9411764705882353,0.16,3.15,28.0,2026
Isaiah Collier,1642268,G,8.66,6.28,3.31,0.93,0.23,2.93,2.143344709897611,1.16,16.48,20.0,2025
Isaiah Collier,1642268,G,8.61,6.76,2.33,0.7,0.33,2.3,2.939130434782609,1.03,16.43,21.0,2026
John Collins,1628381,F,18.95,2.0,8.18,0.98,1.0,2.58,0.7751937984496123,1.98,28.53,27.0,2025
John Collins,1628381,F,13.05,0.84,5.0,0.89,0.92,1.42,0.5915492957746479,1.81,19.28,28.0,2026
Yuri Collins,1641879,G,1.0,2.0,1.5,1.0,0.0,0.0,inf,1.0,5.5,23.0,2025
Zach Collins,1628380,F,4.64,1.44,2.81,0.39,0.42,0.64,2.25,0.81,9.06,27.0,2025
Zach Collins,1628380,F,8.57,2.11,6.68,0.54,0.5,1.32,1.5984848484848484,1.04,17.08,27.0,2025
