player,player_id,pos,PTS,AST,REB,STL,BLK,TOV,AST_TO,STOCKS,FIC,age,year
Andre Jackson Jr.,1641748,G,1.82,1.12,0.76,0.29,0.12,0.47,2.3829787234042556,0.41,3.64,24.0,2026
Jaren Jackson Jr.,1628991,F,22.18,2.0,5.64,1.24,1.53,2.07,0.9661835748792271,2.77,30.52,25.0,2025
Jaren Jackson Jr.,1628991,F,18.82,1.89,5.53,0.92,1.5,2.24,0.8437499999999999,2.42,26.42,26.0,2026
Trayce Jackson-Davis,1631218,F,6.56,1.68,5.02,0.37,0.61,0.73,2.3013698630136985,0.98,13.51,25.0,2025
Trayce Jackson-Davis,1631218,F,4.48,0.97,3.66,0.31,0.62,0.48,2.0208333333333335,0.93,9.56,25.0,2026
Bronny James,1642355,G,2.3,0.81,0.67,0.33,0.11,0.48,1.6875000000000002,0.44,3.74,20.0,2025
Bronny James,1642355,G,1.59,1.14,0.45,0.41,0.05,0.55,2.0727272727272723,0.46,3.09,21.0,2026
LeBron James,2544,F,24.43,8.21,7.8,1.0,0.56,3.71,2.2129380053908356,1.56,38.29,40.0,2025
LeBron James,2544,F,22.68,6.86,5.82,1.14,0.59,2.64,2.5984848484848486,1.73,34.45,41.0,2026
Jaime Jaquez Jr.,1631170,G,8.64,2.52,4.39,0.92,0.21,1.48,1.7027027027027026,1.13,15.2,24.0,2025
Jaime Jaquez Jr.,1631170,G,15.86,4.65,5.14,0.78,0.22,2.19,2.1232876712328768,1.0,24.46,24.0,2026
DaQuan Jeffries,1629610,G,6.7,1.13,2.87,0.55,0.53,0.74,1.527027027027027,1.08,11.04,27.0,2025
Trey Jemison III,1641998,C,2.38,0.62,2.75,0.44,0.38,0.62,1.0,0.82,5.95,25.0,2025
Trey Jemison III,1641998,C,2.59,0.27,2.77,0.09,0.41,0.64,0.421875,0.5,5.49,25.0,2025
Trey Jemison III,1641998,C,2.5,0.42,2.76,0.24,0.39,0.63,0.6666666666666666,0.63,5.68,25.0,2025
Trey Jemison III,1641998,C,1.17,0.17,1.67,0.0,0.33,0.5,0.34,0.33,2.84,26.0,2026
Daniss Jenkins,1642450,G,1.0,0.43,0.29,0.0,0.0,0.14,3.071428571428571,0.0,1.58,23.0,2025
Daniss Jenkins,1642450,G,7.56,3.25,1.78,0.88,0.12,1.34,2.425373134328358,1.0,12.25,24.0,2026
Ty Jerome,1629660,G,12.54,3.39,2.47,1.11,0.04,1.31,2.5877862595419847,1.15,18.24,27.0,2025
Isaiah Joe,1630198,G,10.22,1.61,2.65,0.65,0.12,0.51,3.1568627450980395,0.77,14.74,25.0,2025
Isaiah Joe,1630198,G,9.55,1.27,2.48,0.52,0.18,0.61,2.081967213114754,0.7,13.39,26.0,2026
AJ Johnson,1642358,G,2.86,1.0,1.0,0.14,0.0,0.57,1.7543859649122808,0.14,4.43,20.0,2025
AJ Johnson,1642358,G,9.09,3.14,2.36,0.5,0.14,1.41,2.2269503546099294,0.64,13.82,20.0,2025
AJ Johnson,1642358,G,7.59,2.62,2.03,0.41,0.1,1.21,2.1652892561983474,0.51,11.54,20.0,2025
AJ Johnson,1642358,G,1.59,0.64,1.05,0.18,0.0,0.45,1.4222222222222223,0.18,3.01,21.0,2026
Cameron Johnson,1629661,F,18.77,3.4,4.33,0.93,0.44,1.74,1.9540229885057472,1.37,26.13,29.0,2025
Cameron Johnson,1629661,F,11.68,2.36,3.57,0.61,0.29,0.96,2.4583333333333335,0.9,17.55,29.0,2026
Jalen Johnson,1630552,F,18.89,5.03,9.97,1.56,1.0,2.94,1.7108843537414966,2.56,33.51,23.0,2025
Jalen Johnson,1630552,F,23.1,8.08,10.1,1.28,0.51,3.46,2.3352601156069364,1.79,39.61,24.0,2026
James Johnson,201949,F,0.67,0.33,0.5,0.0,0.17,0.33,1.0,0.17,1.34,38.0,2025
Keldon Johnson,1629640,F,12.71,1.62,4.82,0.64,0.29,1.0,1.62,0.93,19.08,25.0,2025
Keldon Johnson,1629640,F,13.41,1.24,6.34,0.71,0.07,0.98,1.2653061224489797,0.78,20.79,26.0,2026
Keon Johnson,1630553,G,10.62,2.22,3.76,1.04,0.38,1.47,1.5102040816326532,1.42,16.55,23.0,2025
Keshad Johnson,1642352,F,2.69,0.25,1.75,0.31,0.25,0.25,1.0,0.56,5.0,24.0,2025
Keshad Johnson,1642352,F,3.06,0.06,2.0,0.29,0.24,0.35,0.17142857142857143,0.53,5.3,24.0,2026
Nikola Jokić,203999,C,29.59,10.23,12.74,1.81,0.64,3.29,3.1094224924012157,2.45,51.72,30.0,2025
Nikola Jokić,203999,C,29.62,10.97,12.16,1.38,0.75,3.53,3.107648725212465,2.13,51.35,30.0,2026
Colby Jones,1641732,G,1.08,0.29,0.96,0.25,0.29,0.29,1.0,0.54,2.58,23.0,2025
Colby Jones,1641732,G,8.73,2.47,4.27,1.33,0.4,1.07,2.308411214953271,1.73,16.13,23.0,2025
Colby Jones,1641732,G,4.03,1.13,2.23,0.67,0.33,0.59,1.9152542372881356,1.0,7.8,23.0,2025
Colby Jones,1641732,G,2.0,2.0,4.0,0.0,0.0,0.0,inf,0.0,8.0,23.0,2026
Dillon Jones,1641794,F,2.5,1.07,2.24,0.3,0.07,0.52,2.057692307692308,0.37,5.66,23.0,2025
Herbert Jones,1630529,F,10.25,3.25,3.9,1.85,0.45,1.75,1.8571428571428572,2.3,17.95,26.0,2025
Herbert Jones,1630529,F,9.48,2.26,3.65,1.65,0.3,1.3,1.7384615384615383,1.95,16.04,27.0,2026
Isaac Jones,1642403,F,3.35,0.3,1.42,0.12,0.25,0.4,0.7499999999999999,0.37,5.04,24.0,2025
Isaac Jones,1642403,F,1.0,0.33,0.67,0.0,0.0,0.0,inf,0.0,2.0,25.0,2026
Isaac Jones,1642403,F,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,2026
Isaac Jones,1642403,F,1.25,0.25,0.5,0.0,0.0,0.0,inf,0.0,2.0,25.0,2026
Kai Jones,1630539,C,2.18,0.36,1.64,0.21,0.46,0.36,1.0,0.67,4.49,24.0,2025
Kai Jones,1630539,C,11.42,1.25,6.58,0.75,0.83,0.67,1.8656716417910446,1.58,20.16,24.0,2025
Kai Jones,1630539,C,4.95,0.62,3.12,0.38,0.57,0.45,1.3777777777777778,0.95,9.19,24.0,2025
Mason Jones,1630222,G,2.3,1.1,0.9,0.0,0.1,0.1,11.0,0.1,4.3,26.0,2025
Spencer Jones,1642461,F,1.3,0.25,0.85,0.25,0.25,0.25,1.0,0.5,2.65,24.0,2025
Spencer Jones,1642461,F,6.08,0.94,2.89,0.89,0.39,0.64,1.4687499999999998,1.28,10.55,24.0,2026
Tre Jones,1630200,G,4.39,3.71,2.07,0.64,0.18,0.75,4.946666666666666,0.82,10.24,25.0,2025
Tre Jones,1630200,G,11.5,4.89,3.22,1.06,0.28,0.78,6.269230769230768,1.34,20.17,25.0,2025
Tre Jones,1630200,G,7.17,4.17,2.52,0.8,0.22,0.76,5.4868421052631575,1.02,14.12,25.0,2025
Tre Jones,1630200,G,12.41,5.59,2.85,1.32,0.18,1.38,4.050724637681159,1.5,20.97,26.0,2026
Tyus Jones,1626145,G,10.23,5.3,2.42,0.85,0.1,1.12,4.732142857142857,0.95,17.78,29.0,2025
Tyus Jones,1626145,G,3.17,2.41,1.07,0.76,0.07,0.27,8.925925925925926,0.83,7.21,29.0,2026
Derrick Jones Jr.,1627884,F,10.14,0.78,3.42,1.03,0.43,0.86,0.9069767441860466,1.46,14.94,28.0,2025
Derrick Jones Jr.,1627884,F,10.35,1.18,2.65,0.76,1.06,0.82,1.4390243902439024,1.82,15.18,28.0,2026
DeAndre Jordan,201599,C,3.73,0.95,5.07,0.29,0.48,0.71,1.3380281690140845,0.77,9.81,36.0,2025
DeAndre Jordan,201599,C,4.5,0.0,5.0,0.0,0.0,0.5,0.0,0.0,9.0,37.0,2026
Cory Joseph,202709,G,3.54,1.44,1.48,0.52,0.08,0.36,4.0,0.6,6.7,33.0,2025
Nikola Jović,1631107,F,10.74,2.85,3.91,0.83,0.28,1.3,2.1923076923076925,1.11,17.31,22.0,2025
Nikola Jović,1631107,F,8.53,2.77,3.87,0.7,0.43,1.83,1.5136612021857923,1.13,14.47,22.0,2026
Johnny Juzang,1630548,G,8.92,1.06,2.88,0.61,0.12,0.56,1.8928571428571428,0.73,13.03,24.0,2025
Johnny Juzang,1630548,G,2.25,0.38,0.75,0.12,0.0,0.19,2.0,0.12,3.31,24.0,2026
Yuki Kawamura,1642530,G,1.64,0.86,0.55,0.09,0.0,0.23,3.7391304347826084,0.09,2.91,24.0,2025
Kylor Kelley,1630283,C,3.0,0.25,2.62,0.0,0.25,0.12,2.0833333333333335,0.25,6.0,27.0,2025
Kylor Kelley,1630283,C,3.33,1.0,6.0,0.33,0.33,1.0,1.0,0.66,9.99,27.0,2025
Kylor Kelley,1630283,C,3.09,0.45,3.55,0.09,0.27,0.36,1.25,0.36,7.09,27.0,2025
Luke Kennard,1628379,G,8.86,3.31,2.82,0.77,0.08,1.11,2.9819819819819817,0.85,14.73,29.0,2025
Luke Kennard,1628379,G,7.78,2.24,1.84,0.78,0.05,0.78,2.871794871794872,0.83,11.91,29.0,2026
Walker Kessler,1631117,C,11.05,1.67,12.19,0.62,2.38,1.48,1.1283783783783783,3.0,26.43,23.0,2025
Walker Kessler,1631117,C,14.4,3.0,10.8,1.4,1.8,3.2,0.9375,3.2,28.2,24.0,2026
Braxton Key,1630296,F,1.0,0.0,0.67,0.67,0.0,0.33,0.0,0.67,2.01,28.0,2025
Corey Kispert,1630557,F,11.56,1.69,2.97,0.43,0.23,1.05,1.6095238095238094,0.66,15.83,26.0,2025
Corey Kispert,1630557,F,9.16,1.68,2.32,0.42,0.16,0.74,2.27027027027027,0.58,13.0,26.0,2026
Corey Kispert,1630557,F,8.0,1.33,1.33,0.67,0.0,1.67,0.7964071856287426,0.67,9.66,26.0,2026
Corey Kispert,1630557,F,9.0,1.64,2.18,0.45,0.14,0.86,1.9069767441860463,0.59,12.55,26.0,2026
Maxi Kleber,1628467,F,3.03,1.26,2.79,0.26,0.5,0.68,1.852941176470588,0.76,7.16,33.0,2025
Maxi Kleber,1628467,F,1.58,0.68,1.68,0.26,0.26,0.37,1.837837837837838,0.52,4.09,33.0,2026
Bobi Klintman,1641752,F,1.88,0.88,0.88,0.25,0.12,0.12,7.333333333333334,0.37,3.89,22.0,2025
Bobi Klintman,1641752,F,2.83,0.67,2.67,0.33,0.0,0.83,0.8072289156626506,0.33,5.67,22.0,2026
Dalton Knecht,1642261,F,9.05,0.85,2.77,0.31,0.1,0.47,1.8085106382978724,0.41,12.61,24.0,2025
Dalton Knecht,1642261,F,4.97,0.38,1.62,0.24,0.26,0.47,0.8085106382978724,0.5,7.0,24.0,2026
Kevin Knox II,1628995,F,3.29,0.36,1.21,0.14,0.29,0.29,1.2413793103448276,0.43,5.0,25.0,2025
Tyler Kolek,1642278,G,1.98,1.71,0.66,0.29,0.1,0.44,3.8863636363636362,0.39,4.3,24.0,2025
Tyler Kolek,1642278,G,5.0,2.94,2.03,0.42,0.08,0.97,3.0309278350515463,0.5,9.5,24.0,2026
Christian Koloko,1631132,C,2.43,0.43,2.49,0.22,0.43,0.32,1.34375,0.65,5.68,25.0,2025
Christian Koloko,1631132,C,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,25.0,2026
Christian Koloko,1631132,C,2.64,0.91,4.0,0.91,1.18,0.64,1.421875,2.09,9.0,25.0,2026
Christian Koloko,1631132,C,2.23,0.77,3.46,0.77,1.0,0.54,1.4259259259259258,1.77,7.69,25.0,2026
John Konchar,1629723,G,2.43,0.91,3.28,0.65,0.3,0.35,2.6,0.95,7.22,29.0,2025
John Konchar,1629723,G,3.04,1.25,2.83,0.83,0.29,0.29,4.310344827586207,1.12,7.95,29.0,2026
Luke Kornet,1628436,C,6.04,1.6,5.32,0.49,0.97,0.42,3.8095238095238098,1.46,14.0,29.0,2025
Luke Kornet,1628436,C,8.27,1.94,6.85,0.42,1.24,0.48,4.041666666666667,1.66,18.24,30.0,2026
Vít Krejčí,1630249,G,7.23,2.58,2.74,0.63,0.46,0.88,2.931818181818182,1.09,12.76,25.0,2025
Vít Krejčí,1630249,G,10.0,1.62,2.28,0.87,0.33,0.74,2.1891891891891895,1.2,14.36,25.0,2026
Jonathan Kuminga,1630228,F,15.3,2.21,4.62,0.81,0.45,1.51,1.4635761589403973,1.26,21.88,22.0,2025
Jonathan Kuminga,1630228,F,11.78,2.56,6.17,0.28,0.33,2.44,1.0491803278688525,0.61,18.68,23.0,2026
Kyle Kuzma,1628398,F,15.19,2.47,5.78,0.62,0.22,2.28,1.0833333333333335,0.84,22.0,29.0,2025
Kyle Kuzma,1628398,F,14.48,2.21,5.61,0.48,0.36,2.21,1.0,0.84,20.93,29.0,2025
Kyle Kuzma,1628398,F,14.83,2.34,5.69,0.55,0.29,2.25,1.04,0.84,21.45,29.0,2025
Kyle Kuzma,1628398,F,12.64,2.18,4.62,0.67,0.49,1.56,1.3974358974358976,1.16,19.04,30.0,2026
Jake LaRavia,1631222,F,7.3,2.83,4.36,0.94,0.43,1.47,1.925170068027211,1.37,14.39,23.0,2025
Jake LaRavia,1631222,F,6.05,1.32,2.84,0.95,0.16,0.89,1.4831460674157304,1.11,10.43,23.0,2025
Jake LaRavia,1631222,F,6.94,2.39,3.92,0.94,0.35,1.3,1.8384615384615386,1.29,13.24,23.0,2025
Jake LaRavia,1631222,F,9.97,2.0,4.23,1.36,0.38,1.08,1.8518518518518516,1.74,16.86,24.0,2026
Zach LaVine,203897,G,23.98,4.5,4.81,0.93,0.24,2.88,1.5625,1.17,31.58,30.0,2025
Zach LaVine,203897,G,22.41,3.78,3.53,0.59,0.06,2.72,1.389705882352941,0.65,27.65,30.0,2025
Zach LaVine,203897,G,23.3,4.19,4.26,0.78,0.16,2.81,1.4911032028469753,0.94,29.88,30.0,2025
Zach LaVine,203897,G,20.03,2.24,3.1,0.66,0.21,2.14,1.046728971962617,0.87,24.1,30.0,2026
Skal Labissiere,1627746,F,1.25,0.25,0.75,0.0,0.0,0.0,inf,0.0,2.25,29.0,2025
Jock Landale,1629111,C,4.76,0.88,3.26,0.31,0.24,0.5,1.76,0.55,8.95,29.0,2025
Jock Landale,1629111,C,11.0,1.66,6.24,0.53,0.47,0.97,1.711340206185567,1.0,18.93,30.0,2026
Pelle Larsson,1641796,G,4.56,1.18,1.67,0.58,0.13,0.44,2.6818181818181817,0.71,7.68,24.0,2025
Pelle Larsson,1641796,G,9.12,3.09,2.7,0.55,0.24,0.97,3.185567010309278,0.79,14.73,24.0,2026
A.J. Lawson,1630639,G,9.08,1.19,3.31,0.5,0.23,0.58,2.0517241379310347,0.73,13.73,24.0,2025
A.J. Lawson,1630639,G,5.43,0.14,2.29,0.43,0.43,0.14,1.0,0.86,8.58,25.0,2026
Caris LeVert,1627747,G,10.21,3.68,2.82,0.87,0.5,1.34,2.746268656716418,1.37,16.74,30.0,2025
Caris LeVert,1627747,G,14.92,2.88,3.69,0.92,0.54,0.96,3.0,1.46,21.99,30.0,2025
Caris LeVert,1627747,G,12.12,3.36,3.17,0.89,0.52,1.19,2.823529411764706,1.41,18.87,30.0,2025
Caris LeVert,1627747,G,8.07,2.86,1.79,0.9,0.62,1.41,2.028368794326241,1.52,12.83,31.0,2026
Damion Lee,1627814,G,3.32,0.44,0.8,0.24,0.0,0.4,1.0999999999999999,0.24,4.4,32.0,2025
Alex Len,203458,C,1.44,0.83,1.78,0.22,0.5,0.31,2.6774193548387095,0.72,4.46,32.0,2025
Alex Len,203458,C,2.2,0.8,3.1,0.1,0.3,0.9,0.888888888888889,0.4,5.6,32.0,2025
Alex Len,203458,C,1.61,0.83,2.07,0.2,0.46,0.43,1.9302325581395348,0.66,4.74,32.0,2025
Kawhi Leonard,202695,F,21.51,3.14,5.92,1.59,0.46,1.95,1.6102564102564103,2.05,30.67,34.0,2025
Kawhi Leonard,202695,F,28.23,3.47,6.27,2.23,0.63,2.13,1.6291079812206575,2.86,38.7,34.0,2026
Malevy Leons,1642502,F,0.33,0.17,0.5,0.0,0.0,0.17,1.0,0.0,0.83,25.0,2025
Maxwell Lewis,1641721,F,0.57,0.29,0.29,0.14,0.0,0.29,1.0,0.14,1.0,22.0,2025
Maxwell Lewis,1641721,F,5.33,0.81,2.52,0.38,0.33,0.57,1.4210526315789476,0.71,8.8,22.0,2025
Maxwell Lewis,1641721,F,4.14,0.68,1.96,0.32,0.25,0.5,1.36,0.57,6.85,22.0,2025
E.J. Liddell,1630604,F,1.75,0.25,0.75,0.08,0.08,0.17,1.4705882352941175,0.16,2.74,24.0,2025
E.J. Liddell,1630604,F,1.75,0.0,1.12,0.0,0.0,0.0,0.0,0.0,2.87,25.0,2026
Damian Lillard,203081,G,24.95,7.07,4.69,1.21,0.17,2.79,2.53405017921147,1.38,35.3,34.0,2025
Dereck Lively II,1641726,C,8.72,2.36,7.5,0.56,1.56,1.14,2.0701754385964914,2.12,19.56,21.0,2025
Dereck Lively II,1641726,C,4.29,1.86,5.29,0.57,1.57,1.43,1.3006993006993008,2.14,12.15,21.0,2026
Chris Livingston,1641753,F,1.43,0.24,1.67,0.24,0.0,0.29,0.8275862068965517,0.24,3.29,21.0,2025
Chris Livingston,1641753,F,3.0,0.33,1.0,0.33,0.0,0.0,inf,0.33,4.66,22.0,2026
Kevon Looney,1626172,F,4.53,1.55,6.08,0.61,0.49,0.51,3.0392156862745097,1.1,12.75,29.0,2025
Kevon Looney,1626172,F,2.62,1.56,5.0,0.38,0.5,0.5,3.12,0.88,9.56,29.0,2026
Brook Lopez,201572,C,13.01,1.79,5.01,0.62,1.85,1.05,1.7047619047619047,2.47,21.23,37.0,2025
Brook Lopez,201572,C,6.55,0.91,2.7,0.42,0.97,0.76,1.1973684210526316,1.39,10.79,37.0,2026
Kevin Love,201567,F,5.3,0.96,4.09,0.65,0.17,0.61,1.5737704918032787,0.82,10.56,36.0,2025
Kevin Love,201567,F,7.22,1.87,5.43,0.3,0.3,0.74,2.527027027027027,0.6,14.38,37.0,2026
Kyle Lowry,200768,G,3.94,2.74,1.91,0.94,0.31,0.6,4.566666666666667,1.25,9.24,39.0,2025
Kyle Lowry,200768,G,1.0,1.17,0.5,0.17,0.0,0.33,3.545454545454545,0.17,2.51,39.0,2026
Trey Lyles,1626168,F,6.54,1.19,4.58,0.59,0.33,0.57,2.0877192982456143,0.92,12.66,29.0,2025
Sandro Mamukelashvili,1630572,F,6.31,0.79,3.07,0.36,0.28,0.43,1.8372093023255816,0.64,10.38,26.0,2025
Sandro Mamukelashvili,1630572,F,10.28,1.88,4.88,0.68,0.6,0.8,2.3499999999999996,1.28,17.52,26.0,2026
