player,pos,PTS,AST,REB,STL,BLK,age,year
Brandon Ingram,F,24.71,5.82,5.47,0.71,0.42,25.0,2023
Brandon Ingram,F,20.81,5.67,5.06,0.78,0.62,26.0,2024
Kyrie Irving,G,21.71,5.19,3.16,1.52,0.27,23.0,2015
Kyrie Irving,G,19.64,4.72,2.96,1.06,0.34,24.0,2016
Kyrie Irving,G,25.22,5.81,3.19,1.15,0.33,25.0,2017
Kyrie Irving,G,24.43,5.1,3.78,1.08,0.28,26.0,2018
Kyrie Irving,G,23.82,6.93,5.0,1.54,0.51,27.0,2019
Kyrie Irving,G,27.4,6.4,5.15,1.35,0.5,28.0,2020
Kyrie Irving,G,26.87,6.0,4.76,1.41,0.69,29.0,2021
Kyrie Irving,G,27.45,5.76,4.38,1.41,0.59,30.0,2022
Kyrie Irving,G,27.1,5.28,5.1,1.02,0.82,31.0,2023
Kyrie Irving,G,26.95,6.0,5.0,1.25,0.6,31.0,2023
Kyrie Irving,G,27.05,5.52,5.07,1.1,0.75,31.0,2023
Kyrie Irving,G,25.64,5.16,5.0,1.28,0.48,32.0,2024
Jonathan Isaac,F,5.37,0.67,3.67,1.22,1.11,20.0,2018
Jonathan Isaac,F,9.6,1.07,5.48,0.79,1.31,21.0,2019
Jonathan Isaac,F,11.88,1.41,6.79,1.56,2.29,22.0,2020
Jonathan Isaac,F,5.0,0.55,4.0,1.27,0.36,25.0,2023
Jonathan Isaac,F,6.78,0.52,4.48,0.74,1.21,26.0,2024
Jaden Ivey,G,16.27,5.23,3.89,0.82,0.23,21.0,2023
Jaden Ivey,G,15.39,3.84,3.43,0.74,0.53,22.0,2024
GG Jackson,F,14.56,1.23,4.08,0.58,0.5,19.0,2024
Isaiah Jackson,F,8.25,0.28,4.14,0.69,1.44,20.0,2022
Isaiah Jackson,F,7.22,0.81,4.48,0.49,1.48,21.0,2023
Isaiah Jackson,F,6.38,0.83,3.97,0.57,1.02,22.0,2024
Quenton Jackson,G,6.22,1.67,0.89,0.44,0.11,24.0,2023
Quenton Jackson,G,0.67,0.67,1.33,0.33,0.0,25.0,2024
Reggie Jackson,G,12.82,4.28,4.02,0.84,0.1,25.0,2015
Reggie Jackson,G,17.63,9.19,4.67,0.74,0.15,25.0,2015
Reggie Jackson,G,14.51,6.0,4.25,0.81,0.12,25.0,2015
Reggie Jackson,G,18.85,6.23,3.2,0.75,0.14,26.0,2016
Reggie Jackson,G,14.46,5.19,2.19,0.67,0.1,27.0,2017
Reggie Jackson,G,14.58,5.29,2.78,0.6,0.09,28.0,2018
Reggie Jackson,G,15.37,4.2,2.63,0.67,0.11,29.0,2019
Reggie Jackson,G,14.93,5.14,2.93,0.57,0.07,30.0,2020
Reggie Jackson,G,9.47,3.18,3.0,0.29,0.24,30.0,2020
Reggie Jackson,G,11.94,4.06,2.97,0.42,0.16,30.0,2020
Reggie Jackson,G,10.67,3.06,2.87,0.61,0.1,31.0,2021
Reggie Jackson,G,16.84,4.79,3.61,0.73,0.2,32.0,2022
Reggie Jackson,G,10.88,3.52,2.23,0.73,0.1,33.0,2023
Reggie Jackson,G,7.94,3.12,1.75,0.56,0.06,33.0,2023
Reggie Jackson,G,10.19,3.43,2.12,0.69,0.09,33.0,2023
Reggie Jackson,G,10.16,3.76,1.89,0.54,0.16,34.0,2024
Andre Jackson Jr.,G,2.19,0.88,1.98,0.28,0.11,22.0,2024
Jaren Jackson Jr.,F,13.76,1.1,4.69,0.9,1.41,19.0,2019
Jaren Jackson Jr.,F,17.37,1.37,4.6,0.7,1.61,20.0,2020
Jaren Jackson Jr.,F,14.36,1.09,5.64,1.09,1.64,21.0,2021
Jaren Jackson Jr.,F,16.31,1.1,5.82,0.94,2.27,22.0,2022
Jaren Jackson Jr.,F,18.62,0.95,6.76,1.03,3.0,23.0,2023
Jaren Jackson Jr.,F,22.52,2.33,5.53,1.21,1.61,24.0,2024
Trayce Jackson-Davis,F,7.94,1.21,5.01,0.43,1.12,24.0,2024
LeBron James,F,25.26,7.41,6.03,1.58,0.71,30.0,2015
LeBron James,F,25.26,6.76,7.43,1.37,0.64,31.0,2016
LeBron James,F,26.41,8.73,8.64,1.24,0.59,32.0,2017
LeBron James,F,27.45,9.11,8.65,1.41,0.87,33.0,2018
LeBron James,F,27.36,8.25,8.45,1.31,0.6,34.0,2019
LeBron James,F,25.34,10.21,7.84,1.16,0.54,35.0,2020
LeBron James,F,25.02,7.78,7.69,1.07,0.56,36.0,2021
LeBron James,F,30.27,6.23,8.2,1.3,1.05,37.0,2022
LeBron James,F,28.91,6.82,8.31,0.91,0.58,38.0,2023
LeBron James,F,25.66,8.3,7.3,1.25,0.54,39.0,2024
Jaime Jaquez Jr.,G,11.85,2.6,3.8,1.03,0.27,23.0,2024
DaQuan Jeffries,G,3.85,0.54,1.38,0.31,0.08,22.0,2020
DaQuan Jeffries,G,3.5,0.33,1.61,0.39,0.22,23.0,2021
DaQuan Jeffries,G,4.92,1.23,3.23,0.62,0.46,23.0,2021
DaQuan Jeffries,G,4.1,0.71,2.29,0.48,0.32,23.0,2021
DaQuan Jeffries,G,0.67,0.33,0.67,0.0,0.0,24.0,2022
DaQuan Jeffries,G,0.82,0.29,0.29,0.0,0.06,26.0,2024
Trey Jemison III,C,0.0,0.0,0.5,0.0,0.0,24.0,2024
Trey Jemison III,C,7.43,1.17,5.78,0.52,1.22,24.0,2024
Trey Jemison III,C,6.84,1.08,5.36,0.48,1.12,24.0,2024
Ty Jerome,G,3.29,1.42,1.48,0.48,0.1,22.0,2020
Ty Jerome,G,10.7,3.64,2.76,0.61,0.18,23.0,2021
Ty Jerome,G,7.08,2.27,1.62,0.62,0.1,24.0,2022
Ty Jerome,G,6.87,3.0,1.73,0.51,0.11,25.0,2023
Ty Jerome,G,2.0,1.5,0.5,0.0,0.0,26.0,2024
Isaiah Joe,G,3.73,0.49,0.88,0.29,0.1,21.0,2021
Isaiah Joe,G,3.6,0.64,1.02,0.25,0.05,22.0,2022
Isaiah Joe,G,9.47,1.21,2.4,0.66,0.11,23.0,2023
Isaiah Joe,G,8.15,1.27,2.31,0.59,0.28,24.0,2024
Cameron Johnson,F,8.84,1.21,3.28,0.63,0.35,24.0,2020
Cameron Johnson,F,9.55,1.43,3.32,0.62,0.27,25.0,2021
Cameron Johnson,F,12.45,1.5,4.14,0.86,0.24,26.0,2022
Cameron Johnson,F,13.88,1.53,3.82,0.88,0.35,27.0,2023
Cameron Johnson,F,16.56,2.08,4.8,1.4,0.32,27.0,2023
Cameron Johnson,F,15.48,1.86,4.4,1.19,0.33,27.0,2023
Cameron Johnson,F,13.38,2.38,4.33,0.84,0.26,28.0,2024
Jalen Johnson,F,2.36,0.14,1.18,0.14,0.09,20.0,2022
Jalen Johnson,F,5.64,1.19,4.03,0.54,0.49,21.0,2023
Jalen Johnson,F,16.0,3.62,8.71,1.2,0.84,22.0,2024
James Johnson,F,7.91,1.36,3.67,0.77,1.0,28.0,2015
James Johnson,F,5.04,1.18,2.21,0.51,0.58,29.0,2016
James Johnson,F,12.83,3.63,4.95,1.0,1.13,30.0,2017
James Johnson,F,10.79,3.84,4.9,0.96,0.7,31.0,2018
James Johnson,F,7.78,2.45,3.2,0.64,0.49,32.0,2019
James Johnson,F,5.67,1.17,2.89,0.33,0.72,33.0,2020
James Johnson,F,12.0,3.79,4.71,1.36,1.36,33.0,2020
James Johnson,F,8.44,2.31,3.69,0.78,1.0,33.0,2020
James Johnson,F,5.72,1.72,2.97,0.83,0.79,34.0,2021
James Johnson,F,9.18,2.18,4.14,0.82,0.86,34.0,2021
James Johnson,F,7.22,1.92,3.47,0.82,0.82,34.0,2021
James Johnson,F,5.48,2.1,3.47,0.48,0.55,35.0,2022
James Johnson,F,2.83,0.83,1.67,0.39,0.33,36.0,2023
James Johnson,F,0.89,0.89,0.44,0.56,0.11,37.0,2024
Keldon Johnson,F,9.06,0.88,3.35,0.82,0.12,20.0,2020
Keldon Johnson,F,12.77,1.75,5.97,0.58,0.35,21.0,2021
Keldon Johnson,F,17.04,2.11,6.09,0.77,0.19,22.0,2022
Keldon Johnson,F,21.98,2.9,5.05,0.73,0.17,23.0,2023
Keldon Johnson,F,15.71,2.83,5.46,0.74,0.29,24.0,2024
Keon Johnson,G,3.53,0.87,1.4,0.47,0.13,20.0,2022
Keon Johnson,G,9.73,2.86,2.73,0.95,0.45,20.0,2022
Keon Johnson,G,7.22,2.05,2.19,0.76,0.32,20.0,2022
Keon Johnson,G,4.72,1.48,1.1,0.48,0.15,21.0,2023
Keon Johnson,G,6.2,0.6,1.4,0.6,0.2,22.0,2024
Nikola Jokić,C,9.95,2.36,7.0,0.99,0.62,21.0,2016
Nikola Jokić,C,16.73,4.92,9.84,0.84,0.75,22.0,2017
Nikola Jokić,C,18.47,6.11,10.71,1.2,0.81,23.0,2018
Nikola Jokić,C,20.05,7.25,10.81,1.35,0.69,24.0,2019
Nikola Jokić,C,19.95,7.01,9.74,1.16,0.6,25.0,2020
Nikola Jokić,C,26.36,8.32,10.83,1.32,0.67,26.0,2021
Nikola Jokić,C,27.08,7.89,13.77,1.47,0.85,27.0,2022
Nikola Jokić,C,24.49,9.83,11.84,1.26,0.68,28.0,2023
Nikola Jokić,C,26.39,8.96,12.35,1.37,0.86,29.0,2024
Colby Jones,G,2.13,0.67,1.33,0.23,0.17,22.0,2024
Herbert Jones,F,9.51,2.14,3.79,1.67,0.77,23.0,2022
Herbert Jones,F,9.83,2.45,4.08,1.56,0.64,24.0,2023
Herbert Jones,F,11.01,2.62,3.58,1.38,0.82,25.0,2024
Kai Jones,C,1.05,0.19,0.52,0.05,0.1,21.0,2022
Kai Jones,C,3.41,0.33,2.67,0.37,0.65,22.0,2023
Mason Jones,G,5.85,1.5,1.96,0.23,0.04,22.0,2021
Mason Jones,G,2.67,0.5,0.67,0.17,0.0,22.0,2021
Mason Jones,G,5.25,1.31,1.72,0.22,0.03,22.0,2021
Mason Jones,G,6.75,1.0,2.5,0.5,0.0,23.0,2022
Mason Jones,G,1.4,1.0,1.0,0.2,0.0,25.0,2024
Tre Jones,G,2.54,1.05,0.57,0.22,0.0,21.0,2021
Tre Jones,G,5.99,3.38,2.25,0.61,0.1,22.0,2022
Tre Jones,G,12.87,6.59,3.6,1.31,0.13,23.0,2023
Tre Jones,G,10.01,6.21,3.75,1.01,0.12,24.0,2024
Tyus Jones,G,4.22,2.92,1.27,0.84,0.08,20.0,2016
Tyus Jones,G,3.48,2.6,1.12,0.8,0.08,21.0,2017
Tyus Jones,G,5.07,2.83,1.61,1.16,0.07,22.0,2018
Tyus Jones,G,6.88,4.81,1.97,1.19,0.07,23.0,2019
Tyus Jones,G,7.45,4.38,1.58,0.91,0.09,24.0,2020
Tyus Jones,G,6.31,3.7,2.0,0.91,0.09,25.0,2021
Tyus Jones,G,8.66,4.44,2.41,0.9,0.03,26.0,2022
Tyus Jones,G,10.29,5.21,2.5,1.04,0.08,27.0,2023
Tyus Jones,G,11.97,7.35,2.71,1.08,0.27,28.0,2024
Derrick Jones Jr.,F,5.25,0.38,2.47,0.44,0.41,20.0,2017
Derrick Jones Jr.,F,1.5,0.5,0.67,0.17,0.67,21.0,2018
Derrick Jones Jr.,F,3.71,0.43,2.43,0.21,0.64,21.0,2018
Derrick Jones Jr.,F,3.05,0.45,1.9,0.2,0.65,21.0,2018
Derrick Jones Jr.,F,7.03,0.62,4.0,0.77,0.7,22.0,2019
Derrick Jones Jr.,F,8.47,1.05,3.95,0.98,0.64,23.0,2020
Derrick Jones Jr.,F,6.83,0.81,3.53,0.64,0.93,24.0,2021
Derrick Jones Jr.,F,5.61,0.59,3.31,0.49,0.65,25.0,2022
Derrick Jones Jr.,F,4.98,0.53,2.39,0.45,0.58,26.0,2023
Derrick Jones Jr.,F,8.64,0.99,3.29,0.7,0.67,27.0,2024
DeAndre Jordan,C,11.54,0.74,14.95,0.99,2.23,26.0,2015
DeAndre Jordan,C,12.73,1.17,13.75,0.66,2.3,27.0,2016
DeAndre Jordan,C,12.7,1.19,13.75,0.63,1.65,28.0,2017
DeAndre Jordan,C,12.04,1.52,15.21,0.51,0.91,29.0,2018
DeAndre Jordan,C,11.02,1.98,13.72,0.66,1.06,30.0,2019
DeAndre Jordan,C,10.89,3.0,11.37,0.47,1.05,30.0,2019
DeAndre Jordan,C,10.99,2.26,13.07,0.61,1.06,30.0,2019
DeAndre Jordan,C,8.3,1.88,10.02,0.32,0.93,31.0,2020
DeAndre Jordan,C,7.47,1.63,7.49,0.3,1.14,32.0,2021
DeAndre Jordan,C,4.12,0.41,5.38,0.31,0.81,33.0,2022
DeAndre Jordan,C,4.62,0.5,5.75,0.12,0.56,33.0,2022
DeAndre Jordan,C,4.29,0.44,5.5,0.25,0.73,33.0,2022
DeAndre Jordan,C,5.1,0.87,5.18,0.31,0.59,34.0,2023
DeAndre Jordan,C,3.94,0.72,4.36,0.17,0.44,35.0,2024
Cory Joseph,G,6.77,2.38,2.43,0.58,0.22,23.0,2015
Cory Joseph,G,8.46,3.12,2.62,0.79,0.25,24.0,2016
Cory Joseph,G,9.25,3.31,2.94,0.82,0.16,25.0,2017
Cory Joseph,G,7.91,3.17,3.21,0.98,0.22,26.0,2018
Cory Joseph,G,6.55,3.91,3.4,1.15,0.27,27.0,2019
Cory Joseph,G,6.36,3.49,2.61,0.74,0.29,28.0,2020
Cory Joseph,G,6.57,2.45,2.25,0.89,0.2,29.0,2021
Cory Joseph,G,12.0,5.53,3.16,1.16,0.47,29.0,2021
Cory Joseph,G,8.21,3.38,2.52,0.97,0.29,29.0,2021
Cory Joseph,G,8.02,3.65,2.68,0.65,0.26,30.0,2022
Cory Joseph,G,6.89,3.5,1.71,0.55,0.15,31.0,2023
Cory Joseph,G,2.42,1.62,1.15,0.15,0.12,32.0,2024
Nikola Jović,F,5.47,0.67,2.07,0.47,0.13,20.0,2023
Nikola Jović,F,7.65,1.96,4.17,0.54,0.3,21.0,2024
Johnny Juzang,G,4.83,0.44,2.17,0.22,0.17,22.0,2023
Johnny Juzang,G,7.2,1.15,1.8,0.2,0.1,23.0,2024
Luke Kennard,G,7.64,1.7,2.41,0.6,0.18,22.0,2018
Luke Kennard,G,9.73,1.81,2.9,0.41,0.16,23.0,2019
Luke Kennard,G,15.79,4.11,3.5,0.43,0.21,24.0,2020
Luke Kennard,G,8.25,1.65,2.56,0.37,0.14,25.0,2021
Luke Kennard,G,11.9,2.09,3.27,0.6,0.09,26.0,2022
Luke Kennard,G,7.83,1.06,2.37,0.54,0.11,27.0,2023
Luke Kennard,G,11.33,2.25,3.12,0.54,0.04,27.0,2023
Luke Kennard,G,9.25,1.54,2.68,0.54,0.08,27.0,2023
Luke Kennard,G,11.0,3.49,2.9,0.51,0.05,28.0,2024
Walker Kessler,C,9.18,0.93,8.38,0.35,2.34,21.0,2023
Walker Kessler,C,8.09,0.94,7.52,0.47,2.41,22.0,2024
Braxton Key,F,1.0,0.5,1.0,0.5,0.0,25.0,2022
Braxton Key,F,8.56,1.11,5.33,1.0,1.22,25.0,2022
Braxton Key,F,7.18,1.0,4.55,0.91,1.0,25.0,2022
Braxton Key,F,1.33,0.0,0.33,0.0,0.0,26.0,2023
Braxton Key,F,1.1,0.45,0.9,0.1,0.05,27.0,2024
Corey Kispert,F,8.23,1.1,2.71,0.45,0.29,23.0,2022
Corey Kispert,F,11.08,1.18,2.8,0.43,0.12,24.0,2023
Corey Kispert,F,13.38,1.95,2.81,0.51,0.2,25.0,2024
Maxi Kleber,F,5.36,0.71,3.25,0.36,0.65,26.0,2018
Maxi Kleber,F,6.83,0.99,4.63,0.51,1.1,27.0,2019
Maxi Kleber,F,9.08,1.19,5.24,0.34,1.12,28.0,2020
Maxi Kleber,F,7.06,1.36,5.2,0.48,0.7,29.0,2021
Maxi Kleber,F,6.97,1.15,5.93,0.51,0.98,30.0,2022
Maxi Kleber,F,5.95,1.41,3.65,0.32,0.81,31.0,2023
Maxi Kleber,F,4.44,1.58,3.33,0.4,0.7,32.0,2024
Kevin Knox II,F,12.84,1.09,4.47,0.57,0.32,19.0,2019
Kevin Knox II,F,6.45,0.94,2.83,0.35,0.43,20.0,2020
Kevin Knox II,F,3.88,0.45,1.45,0.29,0.14,21.0,2021
Kevin Knox II,F,3.62,0.23,1.69,0.15,0.08,22.0,2022
Kevin Knox II,F,2.71,0.41,1.29,0.12,0.06,22.0,2022
Kevin Knox II,F,3.1,0.33,1.47,0.13,0.07,22.0,2022
Kevin Knox II,F,5.64,0.36,2.57,0.33,0.29,23.0,2023
Kevin Knox II,F,8.48,0.86,3.29,0.48,0.0,23.0,2023
Kevin Knox II,F,6.59,0.52,2.81,0.38,0.19,23.0,2023
Kevin Knox II,F,7.19,0.74,2.42,0.42,0.23,24.0,2024
Christian Koloko,C,3.14,0.53,2.95,0.36,0.98,23.0,2023
John Konchar,G,2.84,1.16,2.47,0.37,0.16,24.0,2020
John Konchar,G,4.28,1.09,2.98,0.7,0.21,25.0,2021
John Konchar,G,4.85,1.51,4.57,0.62,0.31,26.0,2022
John Konchar,G,5.06,1.39,4.31,1.07,0.35,27.0,2023
John Konchar,G,4.27,2.0,4.67,0.93,0.93,28.0,2024
Luke Kornet,C,6.7,1.3,3.2,0.3,0.8,22.0,2018
Luke Kornet,C,7.0,1.17,2.93,0.59,0.91,23.0,2019
Luke Kornet,C,5.97,0.89,2.33,0.31,0.72,24.0,2020
Luke Kornet,C,2.0,0.31,1.15,0.15,0.54,25.0,2021
Luke Kornet,C,4.44,1.11,2.89,0.11,1.39,25.0,2021
Luke Kornet,C,3.42,0.77,2.16,0.13,1.03,25.0,2021
Luke Kornet,C,2.0,0.5,1.5,0.0,0.5,26.0,2022
Luke Kornet,C,0.0,0.0,1.0,0.0,0.0,26.0,2022
Luke Kornet,C,2.17,0.67,2.08,0.25,0.17,26.0,2022
Luke Kornet,C,2.0,0.6,1.93,0.2,0.2,26.0,2022
Luke Kornet,C,3.78,0.77,2.86,0.16,0.67,27.0,2023
Luke Kornet,C,5.3,1.06,4.14,0.37,0.97,28.0,2024
Vít Krejčí,G,6.23,1.9,3.37,0.63,0.27,22.0,2022
Vít Krejčí,G,1.24,0.59,0.9,0.17,0.03,23.0,2023
Vít Krejčí,G,6.14,2.27,2.36,0.59,0.27,24.0,2024
Jonathan Kuminga,F,9.31,0.91,3.34,0.44,0.31,19.0,2022
Jonathan Kuminga,F,9.94,1.87,3.45,0.61,0.46,20.0,2023
Jonathan Kuminga,F,16.05,2.2,4.8,0.74,0.49,21.0,2024
Kyle Kuzma,F,16.13,1.83,6.27,0.64,0.44,22.0,2018
