player,pos,PTS,AST,REB,STL,BLK,age,year
Kyle Kuzma,F,18.69,2.54,5.46,0.59,0.37,23.0,2019
Kyle Kuzma,F,12.82,1.31,4.48,0.46,0.43,24.0,2020
Kyle Kuzma,F,12.85,1.87,6.13,0.51,0.6,25.0,2021
Kyle Kuzma,F,17.12,3.53,8.5,0.64,0.86,26.0,2022
Kyle Kuzma,F,21.2,3.73,7.23,0.56,0.45,27.0,2023
Kyle Kuzma,F,22.19,4.23,6.63,0.53,0.7,28.0,2024
Jake LaRavia,F,3.0,0.6,1.8,0.34,0.11,21.0,2023
Jake LaRavia,F,10.83,1.66,3.66,0.83,0.34,22.0,2024
Zach LaVine,G,10.1,3.58,2.78,0.7,0.13,20.0,2015
Zach LaVine,G,14.02,3.06,2.78,0.84,0.21,21.0,2016
Zach LaVine,G,18.91,2.96,3.4,0.87,0.21,22.0,2017
Zach LaVine,G,16.71,3.0,3.92,1.0,0.17,23.0,2018
Zach LaVine,G,23.68,4.49,4.67,0.95,0.41,24.0,2019
Zach LaVine,G,25.5,4.23,4.82,1.47,0.47,25.0,2020
Zach LaVine,G,27.43,4.86,4.98,0.79,0.47,26.0,2021
Zach LaVine,G,24.4,4.52,4.6,0.61,0.34,27.0,2022
Zach LaVine,G,24.84,4.25,4.48,0.9,0.23,28.0,2023
Zach LaVine,G,19.48,3.92,5.16,0.84,0.32,29.0,2024
Skal Labissiere,F,8.76,0.82,4.91,0.48,0.39,21.0,2017
Skal Labissiere,F,8.72,1.2,4.78,0.42,0.82,22.0,2018
Skal Labissiere,F,2.77,0.46,1.85,0.15,0.23,23.0,2019
Skal Labissiere,F,3.44,0.56,2.11,0.33,0.33,23.0,2019
Skal Labissiere,F,3.05,0.5,1.95,0.23,0.27,23.0,2019
Skal Labissiere,F,5.76,1.27,5.12,0.21,0.94,24.0,2020
Jock Landale,C,4.91,0.83,2.56,0.19,0.26,26.0,2022
Jock Landale,C,6.61,0.99,4.06,0.23,0.43,27.0,2023
Jock Landale,C,4.89,1.16,3.07,0.36,0.59,28.0,2024
A.J. Lawson,G,2.0,0.0,1.0,0.0,0.0,22.0,2023
A.J. Lawson,G,3.86,0.14,1.43,0.14,0.0,22.0,2023
A.J. Lawson,G,3.73,0.13,1.4,0.13,0.0,22.0,2023
A.J. Lawson,G,3.24,0.48,1.19,0.24,0.07,23.0,2024
Caris LeVert,G,8.21,1.93,3.3,0.86,0.14,22.0,2017
Caris LeVert,G,12.08,4.21,3.66,1.15,0.31,23.0,2018
Caris LeVert,G,13.68,3.9,3.78,1.05,0.35,24.0,2019
Caris LeVert,G,18.71,4.42,4.2,1.18,0.22,25.0,2020
Caris LeVert,G,18.5,6.0,4.33,1.08,0.5,26.0,2021
Caris LeVert,G,20.74,4.94,4.63,1.51,0.69,26.0,2021
Caris LeVert,G,20.17,5.21,4.55,1.4,0.64,26.0,2021
Caris LeVert,G,18.67,4.44,3.85,0.9,0.46,27.0,2022
Caris LeVert,G,13.58,3.95,3.37,0.84,0.26,27.0,2022
Caris LeVert,G,17.0,4.28,3.69,0.88,0.4,27.0,2022
Caris LeVert,G,12.12,3.88,3.81,0.97,0.32,28.0,2023
Caris LeVert,G,14.0,5.09,4.12,1.12,0.5,29.0,2024
Damion Lee,G,10.73,1.93,4.73,1.27,0.07,25.0,2018
Damion Lee,G,4.94,0.41,2.0,0.41,0.0,26.0,2019
Damion Lee,G,12.67,2.71,4.88,1.02,0.12,27.0,2020
Damion Lee,G,6.54,1.28,3.16,0.67,0.14,28.0,2021
Damion Lee,G,7.41,1.0,3.22,0.62,0.1,29.0,2022
Damion Lee,G,8.16,1.34,3.04,0.41,0.09,30.0,2023
Alex Len,C,6.26,0.46,6.58,0.49,1.52,22.0,2015
Alex Len,C,9.01,1.24,7.62,0.49,0.79,23.0,2016
Alex Len,C,7.96,0.57,6.62,0.49,1.27,24.0,2017
Alex Len,C,8.51,1.19,7.51,0.39,0.88,25.0,2018
Alex Len,C,11.09,1.12,5.51,0.35,0.9,26.0,2019
Alex Len,C,8.72,1.05,5.75,0.5,0.82,27.0,2020
Alex Len,C,5.93,0.53,6.07,0.2,1.0,27.0,2020
Alex Len,C,7.96,0.91,5.84,0.42,0.87,27.0,2020
Alex Len,C,2.29,0.43,1.57,0.14,0.86,28.0,2021
Alex Len,C,7.14,0.81,4.37,0.33,1.02,28.0,2021
Alex Len,C,6.61,0.77,4.06,0.31,1.0,28.0,2021
Alex Len,C,6.03,1.15,4.13,0.33,0.64,29.0,2022
Alex Len,C,1.65,0.46,2.31,0.15,0.42,30.0,2023
Alex Len,C,2.5,1.04,2.67,0.23,0.69,31.0,2024
Kawhi Leonard,F,16.52,2.52,7.2,2.31,0.75,24.0,2015
Kawhi Leonard,F,21.15,2.58,6.85,1.78,0.99,25.0,2016
Kawhi Leonard,F,25.51,3.51,5.81,1.8,0.74,26.0,2017
Kawhi Leonard,F,16.22,2.33,4.67,2.0,1.0,27.0,2018
Kawhi Leonard,F,26.6,3.32,7.32,1.77,0.4,28.0,2019
Kawhi Leonard,F,27.07,4.91,7.05,1.81,0.58,29.0,2020
Kawhi Leonard,F,24.85,5.17,6.48,1.56,0.4,30.0,2021
Kawhi Leonard,F,23.83,3.92,6.5,1.38,0.54,32.0,2023
Kawhi Leonard,F,23.72,3.59,6.12,1.63,0.87,33.0,2024
Maxwell Lewis,F,0.32,0.18,0.12,0.06,0.03,21.0,2024
E.J. Liddell,F,0.5,0.12,0.62,0.25,0.25,23.0,2024
Damian Lillard,G,20.98,6.18,4.61,1.18,0.26,24.0,2015
Damian Lillard,G,25.05,6.83,4.03,0.87,0.37,25.0,2016
Damian Lillard,G,26.99,5.87,4.91,0.91,0.27,26.0,2017
Damian Lillard,G,26.88,6.59,4.45,1.05,0.37,27.0,2018
Damian Lillard,G,25.84,6.89,4.64,1.1,0.42,28.0,2019
Damian Lillard,G,29.97,8.03,4.3,1.06,0.33,29.0,2020
Damian Lillard,G,28.78,7.54,4.22,0.93,0.25,30.0,2021
Damian Lillard,G,23.97,7.31,4.14,0.59,0.38,31.0,2022
Damian Lillard,G,32.17,7.33,4.78,0.86,0.31,32.0,2023
Damian Lillard,G,24.32,6.96,4.38,0.99,0.25,33.0,2024
Dereck Lively II,C,8.78,1.09,6.87,0.65,1.4,20.0,2024
Chris Livingston,F,1.24,0.24,1.0,0.1,0.0,20.0,2024
Kevon Looney,F,1.8,0.0,2.0,0.0,0.0,20.0,2016
Kevon Looney,F,2.55,0.55,2.34,0.28,0.32,21.0,2017
Kevon Looney,F,4.05,0.64,3.26,0.52,0.85,22.0,2018
Kevon Looney,F,6.25,1.54,5.21,0.57,0.66,23.0,2019
Kevon Looney,F,3.4,1.0,3.3,0.6,0.3,24.0,2020
Kevon Looney,F,4.11,1.95,5.28,0.34,0.36,25.0,2021
Kevon Looney,F,5.99,2.01,7.27,0.61,0.63,26.0,2022
Kevon Looney,F,7.05,2.52,9.27,0.63,0.61,27.0,2023
Kevon Looney,F,4.51,1.8,5.66,0.38,0.39,28.0,2024
Brook Lopez,C,17.17,0.69,7.43,0.6,1.75,27.0,2015
Brook Lopez,C,20.56,2.0,7.85,0.79,1.7,28.0,2016
Brook Lopez,C,20.52,2.35,5.37,0.51,1.65,29.0,2017
Brook Lopez,C,12.99,1.7,3.97,0.41,1.32,30.0,2018
Brook Lopez,C,12.46,1.21,4.89,0.63,2.21,31.0,2019
Brook Lopez,C,11.96,1.46,4.59,0.68,2.4,32.0,2020
Brook Lopez,C,12.27,0.71,4.96,0.57,1.47,33.0,2021
Brook Lopez,C,12.38,0.46,4.08,0.62,1.15,34.0,2022
Brook Lopez,C,15.88,1.27,6.67,0.47,2.47,35.0,2023
Brook Lopez,C,12.53,1.61,5.18,0.54,2.39,36.0,2024
Kevin Love,F,16.37,2.24,9.75,0.68,0.52,26.0,2015
Kevin Love,F,16.03,2.4,9.9,0.75,0.53,27.0,2016
Kevin Love,F,19.03,1.93,11.1,0.88,0.35,28.0,2017
Kevin Love,F,17.61,1.75,9.25,0.73,0.41,29.0,2018
Kevin Love,F,17.0,2.18,10.86,0.27,0.23,30.0,2019
Kevin Love,F,17.62,3.18,9.77,0.59,0.34,31.0,2020
Kevin Love,F,12.2,2.52,7.44,0.64,0.08,32.0,2021
Kevin Love,F,13.61,2.16,7.24,0.35,0.24,33.0,2022
Kevin Love,F,8.46,1.85,6.83,0.17,0.17,34.0,2023
Kevin Love,F,7.71,1.9,5.67,0.43,0.24,34.0,2023
Kevin Love,F,8.21,1.87,6.44,0.26,0.19,34.0,2023
Kevin Love,F,8.82,2.09,6.15,0.33,0.18,35.0,2024
Kyle Lowry,G,17.77,6.76,4.69,1.56,0.19,29.0,2015
Kyle Lowry,G,21.22,6.42,4.74,2.05,0.44,30.0,2016
Kyle Lowry,G,22.4,6.95,4.77,1.47,0.32,31.0,2017
Kyle Lowry,G,16.24,6.88,5.56,1.09,0.24,32.0,2018
Kyle Lowry,G,14.25,8.68,4.8,1.4,0.48,33.0,2019
Kyle Lowry,G,19.41,7.47,5.03,1.41,0.45,34.0,2020
Kyle Lowry,G,17.2,7.35,5.37,0.98,0.3,35.0,2021
Kyle Lowry,G,13.4,7.52,4.48,1.06,0.27,36.0,2022
Kyle Lowry,G,11.18,5.11,4.09,1.04,0.38,37.0,2023
Kyle Lowry,G,8.19,3.97,3.49,1.05,0.41,38.0,2024
Kyle Lowry,G,8.0,4.61,2.83,0.87,0.26,38.0,2024
Kyle Lowry,G,8.12,4.22,3.23,0.98,0.35,38.0,2024
Seth Lundy,G,1.56,0.0,0.78,0.0,0.0,24.0,2024
Trey Lyles,F,6.1,0.74,3.74,0.32,0.22,20.0,2016
Trey Lyles,F,6.2,0.97,3.31,0.37,0.28,21.0,2017
Trey Lyles,F,9.92,1.25,4.75,0.41,0.47,22.0,2018
Trey Lyles,F,8.53,1.36,3.84,0.47,0.36,23.0,2019
Trey Lyles,F,6.41,1.1,5.73,0.44,0.44,24.0,2020
Trey Lyles,F,5.0,0.61,3.74,0.26,0.04,25.0,2021
Trey Lyles,F,10.43,1.14,4.78,0.43,0.51,26.0,2022
Trey Lyles,F,10.58,1.25,5.62,0.29,0.25,26.0,2022
Trey Lyles,F,10.48,1.17,5.05,0.39,0.43,26.0,2022
Trey Lyles,F,7.59,0.89,4.05,0.36,0.42,27.0,2023
Trey Lyles,F,7.22,1.24,4.43,0.29,0.33,28.0,2024
Sandro Mamukelashvili,F,3.76,0.54,2.0,0.22,0.22,23.0,2022
Sandro Mamukelashvili,F,2.38,0.67,2.33,0.17,0.21,24.0,2023
Sandro Mamukelashvili,F,10.84,2.42,6.79,0.53,0.37,24.0,2023
Sandro Mamukelashvili,F,6.12,1.44,4.3,0.33,0.28,24.0,2023
Sandro Mamukelashvili,F,4.13,1.07,3.2,0.15,0.26,25.0,2024
Terance Mann,G,2.41,1.29,1.34,0.27,0.12,23.0,2020
Terance Mann,G,7.04,1.55,3.61,0.43,0.19,24.0,2021
Terance Mann,G,10.77,2.58,5.25,0.68,0.26,25.0,2022
Terance Mann,G,8.8,2.27,3.41,0.52,0.27,26.0,2023
Terance Mann,G,8.77,1.59,3.39,0.57,0.2,27.0,2024
Tre Mann,G,10.42,1.52,2.85,0.78,0.2,21.0,2022
Tre Mann,G,7.72,1.79,2.31,0.6,0.16,22.0,2023
Tre Mann,G,3.77,1.54,1.85,0.23,0.0,23.0,2024
Tre Mann,G,11.89,5.18,4.46,1.71,0.11,23.0,2024
Tre Mann,G,9.32,4.02,3.63,1.24,0.07,23.0,2024
Lauri Markkanen,F,15.19,1.16,7.47,0.57,0.59,21.0,2018
Lauri Markkanen,F,18.73,1.44,9.04,0.71,0.63,22.0,2019
Lauri Markkanen,F,14.74,1.48,6.26,0.84,0.46,23.0,2020
Lauri Markkanen,F,13.63,0.88,5.25,0.51,0.29,24.0,2021
Lauri Markkanen,F,14.75,1.33,5.66,0.74,0.49,25.0,2022
Lauri Markkanen,F,25.62,1.86,8.64,0.64,0.58,26.0,2023
Lauri Markkanen,F,23.24,2.0,8.16,0.91,0.47,27.0,2024
Naji Marshall,F,7.69,2.75,4.62,0.81,0.31,23.0,2021
Naji Marshall,F,5.69,1.13,2.58,0.6,0.15,24.0,2022
Naji Marshall,F,9.06,2.45,3.62,0.7,0.18,25.0,2023
Naji Marshall,F,7.06,1.94,3.64,0.74,0.18,26.0,2024
Caleb Martin,F,6.17,1.28,2.11,0.67,0.39,24.0,2020
Caleb Martin,F,4.98,1.26,2.66,0.7,0.23,25.0,2021
Caleb Martin,F,9.18,1.07,3.83,0.97,0.5,26.0,2022
Caleb Martin,F,9.62,1.65,4.85,1.0,0.44,27.0,2023
Caleb Martin,F,10.0,2.23,4.39,0.73,0.45,28.0,2024
Cody Martin,F,4.96,1.98,3.29,0.81,0.19,24.0,2020
Cody Martin,F,3.98,1.65,3.1,0.71,0.23,25.0,2021
Cody Martin,F,7.66,2.52,4.01,1.24,0.45,26.0,2022
Cody Martin,F,5.0,1.57,3.43,0.57,0.14,27.0,2023
Cody Martin,F,7.54,3.71,3.89,1.14,0.64,28.0,2024
KJ Martin,F,9.31,1.07,5.38,0.67,0.91,20.0,2021
KJ Martin,F,8.81,1.28,3.76,0.43,0.51,21.0,2022
KJ Martin,F,12.67,1.5,5.51,0.5,0.37,22.0,2023
KJ Martin,F,5.0,0.5,1.5,1.0,0.5,23.0,2024
KJ Martin,F,3.69,0.86,2.21,0.34,0.19,23.0,2024
KJ Martin,F,3.73,0.85,2.18,0.37,0.2,23.0,2024
Tyrese Martin,F,1.31,0.12,0.75,0.06,0.0,24.0,2023
Garrison Mathews,G,5.44,0.56,1.33,0.44,0.06,23.0,2020
Garrison Mathews,G,5.53,0.41,1.36,0.45,0.11,24.0,2021
Garrison Mathews,G,10.0,0.98,2.92,0.88,0.37,25.0,2022
Garrison Mathews,G,4.76,0.51,1.38,0.51,0.09,26.0,2023
Garrison Mathews,G,4.78,0.33,1.22,0.11,0.11,26.0,2023
Garrison Mathews,G,4.76,0.48,1.35,0.44,0.09,26.0,2023
Garrison Mathews,G,4.92,0.56,1.39,0.3,0.12,27.0,2024
Bennedict Mathurin,G,16.69,1.49,4.08,0.62,0.17,21.0,2023
Bennedict Mathurin,G,14.51,2.02,3.97,0.59,0.24,22.0,2024
Tyrese Maxey,G,8.0,1.97,1.7,0.43,0.21,20.0,2021
Tyrese Maxey,G,17.48,4.28,3.2,0.73,0.43,21.0,2022
Tyrese Maxey,G,20.3,3.53,2.93,0.82,0.13,22.0,2023
Tyrese Maxey,G,25.94,6.19,3.69,0.99,0.47,23.0,2024
Miles McBride,G,2.22,1.02,1.05,0.35,0.02,21.0,2022
Miles McBride,G,3.47,1.12,0.78,0.58,0.12,22.0,2023
Miles McBride,G,8.26,1.68,1.47,0.74,0.1,23.0,2024
Mac McClung,G,2.0,0.0,0.0,0.0,0.0,23.0,2022
Mac McClung,G,6.0,1.0,3.0,1.0,1.0,23.0,2022
Mac McClung,G,4.0,0.5,1.5,0.5,0.5,23.0,2022
Mac McClung,G,12.5,4.5,5.0,0.0,0.0,24.0,2023
CJ McCollum,G,6.84,1.03,1.47,0.69,0.13,23.0,2015
CJ McCollum,G,20.82,4.26,3.24,1.21,0.29,24.0,2016
CJ McCollum,G,22.96,3.56,3.61,0.9,0.52,25.0,2017
CJ McCollum,G,21.38,3.36,3.96,0.95,0.43,26.0,2018
CJ McCollum,G,20.97,2.96,4.03,0.79,0.4,27.0,2019
CJ McCollum,G,22.23,4.43,4.24,0.77,0.6,28.0,2020
CJ McCollum,G,23.13,4.74,3.94,0.94,0.45,29.0,2021
CJ McCollum,G,20.53,4.53,4.25,1.0,0.58,30.0,2022
CJ McCollum,G,24.27,5.85,4.46,1.31,0.04,30.0,2022
CJ McCollum,G,22.1,5.08,4.34,1.13,0.35,30.0,2022
CJ McCollum,G,20.91,5.72,4.37,0.93,0.51,31.0,2023
CJ McCollum,G,20.03,4.62,4.33,0.94,0.62,32.0,2024
T.J. McConnell,G,6.09,4.53,3.09,1.17,0.12,24.0,2016
T.J. McConnell,G,6.86,6.59,3.1,1.65,0.12,25.0,2017
T.J. McConnell,G,6.29,3.99,2.97,1.21,0.17,26.0,2018
T.J. McConnell,G,6.36,3.39,2.29,1.04,0.22,27.0,2019
T.J. McConnell,G,6.54,5.0,2.66,0.79,0.15,28.0,2020
T.J. McConnell,G,8.64,6.61,3.71,1.86,0.33,29.0,2021
T.J. McConnell,G,8.48,4.85,3.33,1.07,0.37,30.0,2022
T.J. McConnell,G,8.67,5.29,3.12,1.08,0.13,31.0,2023
T.J. McConnell,G,10.24,5.49,2.69,1.01,0.11,32.0,2024
Jaden McDaniels,F,6.78,1.13,3.68,0.56,0.95,20.0,2021
Jaden McDaniels,F,9.24,1.13,4.19,0.74,0.77,21.0,2022
Jaden McDaniels,F,12.06,1.87,3.89,0.94,0.96,22.0,2023
Jaden McDaniels,F,10.51,1.4,3.11,0.88,0.58,23.0,2024
Jalen McDaniels,F,5.56,0.81,4.06,0.5,0.19,22.0,2020
Jalen McDaniels,F,7.36,1.13,3.6,0.6,0.4,23.0,2021
Jalen McDaniels,F,6.18,1.05,3.09,0.47,0.4,24.0,2022
Jalen McDaniels,F,10.62,1.98,4.82,1.18,0.52,25.0,2023
Jalen McDaniels,F,6.67,0.79,3.17,0.71,0.21,25.0,2023
Jalen McDaniels,F,9.44,1.62,4.32,1.04,0.42,25.0,2023
Jalen McDaniels,F,3.38,0.74,1.58,0.38,0.12,26.0,2024
Doug McDermott,F,3.03,0.17,1.19,0.11,0.03,23.0,2015
Doug McDermott,F,9.43,0.73,2.41,0.17,0.07,24.0,2016
Doug McDermott,F,10.16,1.02,2.95,0.25,0.09,25.0,2017
Doug McDermott,F,6.59,0.59,2.23,0.09,0.05,25.0,2017
Doug McDermott,F,8.97,0.88,2.71,0.2,0.08,25.0,2017
Doug McDermott,F,7.18,0.91,2.44,0.18,0.22,26.0,2018
Doug McDermott,F,9.04,1.12,2.54,0.35,0.15,26.0,2018
Doug McDermott,F,7.78,0.98,2.47,0.23,0.2,26.0,2018
Doug McDermott,F,7.32,0.87,1.42,0.23,0.1,27.0,2019
Doug McDermott,F,10.29,1.13,2.52,0.17,0.07,28.0,2020
Doug McDermott,F,13.62,1.29,3.35,0.3,0.09,29.0,2021
Doug McDermott,F,11.33,1.25,2.25,0.25,0.12,30.0,2022
Doug McDermott,F,10.22,1.42,2.16,0.2,0.09,31.0,2023
Doug McDermott,F,6.0,1.24,1.04,0.24,0.04,32.0,2024
Doug McDermott,F,4.17,0.72,0.61,0.28,0.0,32.0,2024
Doug McDermott,F,5.48,1.09,0.92,0.25,0.03,32.0,2024
Bryce McGowens,G,5.35,1.17,2.02,0.33,0.13,20.0,2023
Bryce McGowens,G,5.12,0.86,1.73,0.36,0.17,21.0,2024
Jordan McLaughlin,G,7.63,4.17,1.63,1.13,0.13,24.0,2020
Jordan McLaughlin,G,5.02,3.78,2.12,1.0,0.12,25.0,2021
Jordan McLaughlin,G,3.76,2.9,1.52,0.92,0.16,26.0,2022
Jordan McLaughlin,G,3.74,3.44,1.44,0.74,0.09,27.0,2023
Jordan McLaughlin,G,3.48,1.96,1.29,0.62,0.12,28.0,2024
De'Anthony Melton,G,5.0,3.18,2.68,1.36,0.46,21.0,2019
De'Anthony Melton,G,7.58,2.92,3.67,1.28,0.33,22.0,2020
De'Anthony Melton,G,9.08,2.54,3.1,1.15,0.6,23.0,2021
De'Anthony Melton,G,10.84,2.66,4.49,1.42,0.53,24.0,2022
De'Anthony Melton,G,10.13,2.56,4.05,1.64,0.53,25.0,2023
De'Anthony Melton,G,11.08,3.0,3.71,1.58,0.42,26.0,2024
Sam Merrill,G,2.97,0.7,1.0,0.27,0.03,25.0,2021
Sam Merrill,G,4.17,0.67,1.17,0.0,0.0,26.0,2022
Sam Merrill,G,5.0,1.0,1.8,0.8,0.0,27.0,2023
Sam Merrill,G,7.95,1.77,1.97,0.31,0.07,28.0,2024
Vasilije Micić,G,3.3,2.53,0.8,0.3,0.1,30.0,2024
Vasilije Micić,G,10.77,6.2,2.13,0.73,0.13,30.0,2024
Vasilije Micić,G,7.03,4.37,1.47,0.52,0.12,30.0,2024
Khris Middleton,F,13.35,2.3,4.39,1.54,0.14,23.0,2015
Khris Middleton,F,18.15,4.19,3.82,1.66,0.24,24.0,2016
Khris Middleton,F,14.69,3.41,4.24,1.41,0.24,25.0,2017
Khris Middleton,F,20.15,4.0,5.23,1.45,0.26,26.0,2018
Khris Middleton,F,18.27,4.3,5.99,1.04,0.09,27.0,2019
Khris Middleton,F,20.92,4.27,6.16,0.85,0.11,28.0,2020
Khris Middleton,F,20.37,5.44,5.97,1.09,0.13,29.0,2021
Khris Middleton,F,20.08,5.42,5.39,1.15,0.27,30.0,2022
Khris Middleton,F,15.06,4.94,4.24,0.7,0.15,31.0,2023
Khris Middleton,F,15.05,5.31,4.67,0.93,0.27,32.0,2024
Brandon Miller,F,17.28,2.36,4.26,0.89,0.57,21.0,2024
Jordan Miller,G,1.62,0.0,0.62,0.0,0.0,24.0,2024
Leonard Miller,F,1.71,0.47,1.18,0.12,0.06,20.0,2024
Patty Mills,G,6.88,1.71,1.47,0.55,0.04,26.0,2015
Patty Mills,G,8.52,2.79,1.95,0.73,0.07,27.0,2016
Patty Mills,G,9.49,3.5,1.76,0.81,0.04,28.0,2017
Patty Mills,G,9.99,2.79,1.88,0.67,0.13,29.0,2018
Patty Mills,G,9.89,2.99,2.22,0.6,0.12,30.0,2019
Patty Mills,G,11.62,1.79,1.64,0.8,0.09,31.0,2020
Patty Mills,G,10.82,2.38,1.71,0.62,0.04,32.0,2021
Patty Mills,G,11.4,2.26,1.93,0.63,0.21,33.0,2022
Patty Mills,G,6.15,1.4,1.1,0.38,0.08,34.0,2023
Patty Mills,G,2.68,0.74,1.05,0.47,0.05,35.0,2024
Patty Mills,G,5.85,1.54,1.15,0.85,0.0,35.0,2024
Patty Mills,G,3.97,1.06,1.09,0.62,0.03,35.0,2024
Shake Milton,G,4.35,0.9,1.75,0.4,0.4,22.0,2019
Shake Milton,G,9.43,2.6,2.2,0.5,0.18,23.0,2020
Shake Milton,G,12.97,3.06,2.35,0.62,0.29,24.0,2021
Shake Milton,G,8.18,2.53,2.58,0.51,0.31,25.0,2022
Shake Milton,G,8.38,3.16,2.51,0.33,0.17,26.0,2023
Shake Milton,G,4.68,1.32,1.34,0.42,0.13,27.0,2024
Shake Milton,G,6.75,1.5,4.5,0.5,0.25,27.0,2024
Shake Milton,G,1.83,0.67,1.0,0.17,0.0,27.0,2024
Shake Milton,G,4.5,1.25,1.56,0.4,0.12,27.0,2024
Justin Minaya,F,4.25,1.0,3.75,0.5,1.25,24.0,2023
Justin Minaya,F,1.79,0.62,1.65,0.26,0.29,25.0,2024
Josh Minott,F,3.07,0.33,1.67,0.27,0.4,20.0,2023
Josh Minott,F,1.56,0.25,0.53,0.16,0.16,21.0,2024
Davion Mitchell,G,11.48,4.17,2.21,0.73,0.32,23.0,2022
Davion Mitchell,G,5.62,2.31,1.31,0.55,0.19,24.0,2023
Davion Mitchell,G,5.26,1.86,1.32,0.24,0.04,25.0,2024
Donovan Mitchell,G,20.46,3.68,3.75,1.49,0.34,21.0,2018
Donovan Mitchell,G,23.75,4.18,4.1,1.38,0.4,22.0,2019
Donovan Mitchell,G,23.99,4.26,4.41,1.01,0.2,23.0,2020
Donovan Mitchell,G,26.43,5.23,4.43,0.98,0.28,24.0,2021
Donovan Mitchell,G,25.87,5.34,4.21,1.48,0.18,25.0,2022
Donovan Mitchell,G,28.26,4.43,4.25,1.46,0.4,26.0,2023
Donovan Mitchell,G,26.6,6.05,5.09,1.84,0.55,27.0,2024
Evan Mobley,C,14.99,2.52,8.26,0.81,1.67,21.0,2022
Evan Mobley,C,16.16,2.84,9.0,0.76,1.51,22.0,2023
Evan Mobley,C,15.7,3.2,9.36,0.9,1.44,23.0,2024
Malik Monk,G,6.68,1.44,1.05,0.32,0.14,20.0,2018
Malik Monk,G,8.95,1.6,1.88,0.51,0.26,21.0,2019
Malik Monk,G,10.25,2.07,2.85,0.45,0.29,22.0,2020
Malik Monk,G,11.67,2.07,2.4,0.45,0.1,23.0,2021
Malik Monk,G,13.79,2.87,3.37,0.8,0.38,24.0,2022
Malik Monk,G,13.52,3.87,2.64,0.64,0.26,25.0,2023
Malik Monk,G,15.42,5.14,2.94,0.62,0.54,26.0,2024
Moses Moody,G,4.38,0.44,1.54,0.13,0.19,20.0,2022
Moses Moody,G,4.79,0.81,1.67,0.29,0.11,21.0,2023
Moses Moody,G,8.08,0.86,2.97,0.64,0.36,22.0,2024
Tazé Moore,G,4.5,1.25,2.0,0.5,0.0,26.0,2024
Wendell Moore Jr.,G,1.45,0.62,0.62,0.28,0.17,21.0,2023
Wendell Moore Jr.,G,0.72,0.24,0.48,0.2,0.04,22.0,2024
Ja Morant,G,17.81,7.28,3.87,0.87,0.27,20.0,2020
Ja Morant,G,19.11,7.38,4.0,0.9,0.21,21.0,2021
Ja Morant,G,27.44,6.74,5.7,1.16,0.39,22.0,2022
Ja Morant,G,26.16,8.08,5.85,1.08,0.26,23.0,2023
Ja Morant,G,25.11,8.11,5.56,0.78,0.56,24.0,2024
Markieff Morris,F,15.34,2.34,6.17,1.23,0.48,25.0,2015
Markieff Morris,F,11.62,2.35,5.24,0.89,0.46,26.0,2016
Markieff Morris,F,12.41,1.37,5.85,0.93,0.63,26.0,2016
Markieff Morris,F,11.95,1.94,5.5,0.91,0.53,26.0,2016
Markieff Morris,F,13.99,1.66,6.49,1.08,0.55,27.0,2017
Markieff Morris,F,11.52,1.95,5.6,0.77,0.52,28.0,2018
Markieff Morris,F,11.5,1.76,5.12,0.74,0.59,29.0,2019
Markieff Morris,F,6.5,0.79,3.79,0.46,0.08,29.0,2019
Markieff Morris,F,9.43,1.36,4.57,0.62,0.38,29.0,2019
Markieff Morris,F,11.05,1.57,3.93,0.59,0.25,30.0,2020
Markieff Morris,F,5.29,0.57,3.21,0.36,0.43,30.0,2020
Markieff Morris,F,9.66,1.33,3.76,0.53,0.29,30.0,2020
Markieff Morris,F,6.67,1.2,4.36,0.36,0.31,31.0,2021
Markieff Morris,F,7.59,1.35,2.65,0.35,0.06,32.0,2022
Markieff Morris,F,3.56,0.93,2.19,0.3,0.19,33.0,2023
Markieff Morris,F,4.5,0.75,1.5,0.12,0.0,33.0,2023
Markieff Morris,F,3.77,0.89,2.03,0.26,0.14,33.0,2023
Markieff Morris,F,2.54,0.62,1.5,0.19,0.12,34.0,2024
Monté Morris,G,3.33,2.33,0.67,1.0,0.0,23.0,2018
Monté Morris,G,10.38,3.62,2.37,0.89,0.05,24.0,2019
Monté Morris,G,9.04,3.49,1.88,0.75,0.23,25.0,2020
Monté Morris,G,10.23,3.19,2.04,0.72,0.28,26.0,2021
Monté Morris,G,12.6,4.44,3.01,0.75,0.19,27.0,2022
Monté Morris,G,10.26,5.26,3.39,0.69,0.21,28.0,2023
Monté Morris,G,4.5,1.33,2.0,0.17,0.17,29.0,2024
Monté Morris,G,5.07,2.26,1.67,0.67,0.3,29.0,2024
Monté Morris,G,4.97,2.09,1.73,0.58,0.27,29.0,2024
Trey Murphy III,F,5.39,0.61,2.37,0.37,0.11,22.0,2022
Trey Murphy III,F,14.53,1.42,3.56,1.13,0.54,23.0,2023
Trey Murphy III,F,14.77,2.18,4.91,0.89,0.49,24.0,2024
Dejounte Murray,G,3.42,1.26,1.11,0.21,0.16,20.0,2017
Dejounte Murray,G,8.07,2.85,5.67,1.2,0.38,21.0,2018
Dejounte Murray,G,10.91,4.11,5.8,1.68,0.26,23.0,2020
Dejounte Murray,G,15.69,5.42,7.06,1.51,0.1,24.0,2021
