player,pos,PTS,AST,REB,STL,BLK,age,year
Klay Thompson,G,22.14,2.08,3.82,0.75,0.61,26.0,2016
Klay Thompson,G,22.33,2.05,3.65,0.85,0.51,27.0,2017
Klay Thompson,G,20.01,2.53,3.79,0.75,0.47,28.0,2018
Klay Thompson,G,21.54,2.38,3.83,1.08,0.6,29.0,2019
Klay Thompson,G,20.38,2.75,3.91,0.5,0.53,32.0,2022
Klay Thompson,G,21.87,2.36,4.14,0.71,0.42,33.0,2023
Klay Thompson,G,17.86,2.29,3.3,0.65,0.45,34.0,2024
Tristan Thompson,C,8.45,0.48,8.01,0.41,0.74,24.0,2015
Tristan Thompson,C,7.84,0.76,9.0,0.46,0.62,25.0,2016
Tristan Thompson,C,8.08,0.99,9.17,0.5,1.08,26.0,2017
Tristan Thompson,C,5.79,0.62,6.64,0.3,0.32,27.0,2018
Tristan Thompson,C,10.93,2.0,10.19,0.65,0.37,28.0,2019
Tristan Thompson,C,12.0,2.11,10.12,0.58,0.88,29.0,2020
Tristan Thompson,C,7.57,1.24,8.13,0.44,0.61,30.0,2021
Tristan Thompson,C,6.17,0.6,5.37,0.37,0.4,31.0,2022
Tristan Thompson,C,7.25,0.5,4.5,0.0,0.5,31.0,2022
Tristan Thompson,C,5.65,0.61,4.74,0.52,0.3,31.0,2022
Tristan Thompson,C,6.04,0.6,5.05,0.4,0.37,31.0,2022
Tristan Thompson,C,3.29,1.04,3.55,0.24,0.29,33.0,2024
JT Thor,F,2.03,0.58,1.3,0.24,0.33,19.0,2022
JT Thor,F,3.8,0.52,2.2,0.32,0.33,20.0,2023
JT Thor,F,3.16,0.46,2.32,0.17,0.43,21.0,2024
Matisse Thybulle,G,4.69,1.22,1.65,1.43,0.72,23.0,2020
Matisse Thybulle,G,3.92,0.97,1.91,1.62,1.09,24.0,2021
Matisse Thybulle,G,5.74,1.14,2.29,1.74,1.08,25.0,2022
Matisse Thybulle,G,2.65,0.47,1.29,0.92,0.29,26.0,2023
Matisse Thybulle,G,7.41,1.36,3.5,1.73,0.82,26.0,2023
Matisse Thybulle,G,4.13,0.75,1.97,1.17,0.45,26.0,2023
Matisse Thybulle,G,5.45,1.38,2.09,1.74,0.75,27.0,2024
Xavier Tillman,F,6.61,1.27,4.34,0.75,0.56,22.0,2021
Xavier Tillman,F,4.75,1.17,3.04,0.92,0.28,23.0,2022
Xavier Tillman,F,7.03,1.57,5.03,0.95,0.48,24.0,2023
Xavier Tillman,F,6.0,1.68,4.62,1.24,1.03,25.0,2024
Xavier Tillman,F,4.0,1.0,2.7,0.45,0.45,25.0,2024
Xavier Tillman,F,5.26,1.43,3.91,0.94,0.81,25.0,2024
Jacob Toppin,F,1.44,0.33,0.78,0.0,0.11,24.0,2024
Obi Toppin,F,4.08,0.47,2.23,0.27,0.24,23.0,2021
Obi Toppin,F,9.0,1.07,3.72,0.35,0.46,24.0,2022
Obi Toppin,F,7.42,0.99,2.79,0.34,0.18,25.0,2023
Obi Toppin,F,10.28,1.56,3.9,0.57,0.52,26.0,2024
Karl-Anthony Towns,C,18.33,1.96,10.46,0.71,1.68,20.0,2016
Karl-Anthony Towns,C,25.13,2.68,12.28,0.68,1.26,21.0,2017
Karl-Anthony Towns,C,21.26,2.43,12.34,0.78,1.4,22.0,2018
Karl-Anthony Towns,C,24.42,3.36,12.39,0.87,1.62,23.0,2019
Karl-Anthony Towns,C,26.46,4.37,10.8,0.94,1.2,24.0,2020
Karl-Anthony Towns,C,24.78,4.5,10.58,0.78,1.14,25.0,2021
Karl-Anthony Towns,C,24.57,3.64,9.82,0.97,1.12,26.0,2022
Karl-Anthony Towns,C,20.76,4.83,8.14,0.69,0.59,27.0,2023
Karl-Anthony Towns,C,21.76,3.05,8.31,0.69,0.66,28.0,2024
Gary Trent Jr.,G,2.67,0.33,0.73,0.07,0.13,20.0,2019
Gary Trent Jr.,G,8.87,1.0,1.64,0.79,0.26,21.0,2020
Gary Trent Jr.,G,14.95,1.41,2.22,0.9,0.15,22.0,2021
Gary Trent Jr.,G,16.18,1.29,3.59,1.12,0.24,22.0,2021
Gary Trent Jr.,G,15.31,1.38,2.62,0.97,0.17,22.0,2021
Gary Trent Jr.,G,18.33,2.01,2.73,1.74,0.27,23.0,2022
Gary Trent Jr.,G,17.39,1.61,2.62,1.58,0.21,24.0,2023
Gary Trent Jr.,G,13.72,1.68,2.65,1.08,0.14,25.0,2024
Oscar Tshiebwe,F,3.25,0.25,2.0,0.25,0.12,24.0,2024
P.J. Tucker,F,9.14,1.56,6.44,1.37,0.29,30.0,2015
P.J. Tucker,F,7.95,2.16,6.24,1.29,0.24,31.0,2016
P.J. Tucker,F,7.04,1.28,6.0,1.49,0.25,32.0,2017
P.J. Tucker,F,5.79,1.08,5.38,1.29,0.21,32.0,2017
P.J. Tucker,F,6.67,1.22,5.81,1.43,0.23,32.0,2017
P.J. Tucker,F,6.12,0.94,5.57,0.95,0.32,33.0,2018
P.J. Tucker,F,7.33,1.17,5.84,1.61,0.48,34.0,2019
P.J. Tucker,F,6.94,1.6,6.61,1.07,0.5,35.0,2020
P.J. Tucker,F,4.41,1.41,4.62,0.91,0.56,36.0,2021
P.J. Tucker,F,2.6,0.8,2.8,0.5,0.1,36.0,2021
P.J. Tucker,F,3.71,1.17,3.92,0.75,0.38,36.0,2021
P.J. Tucker,F,7.59,2.1,5.45,0.82,0.21,37.0,2022
P.J. Tucker,F,3.55,0.8,3.93,0.52,0.2,38.0,2023
P.J. Tucker,F,2.0,0.0,4.67,1.0,0.67,39.0,2024
P.J. Tucker,F,1.64,0.57,2.54,0.46,0.18,39.0,2024
P.J. Tucker,F,1.68,0.52,2.74,0.52,0.23,39.0,2024
Myles Turner,C,10.32,0.68,5.53,0.42,1.43,20.0,2016
Myles Turner,C,14.48,1.31,7.27,0.91,2.12,21.0,2017
Myles Turner,C,12.74,1.34,6.42,0.58,1.82,22.0,2018
Myles Turner,C,13.3,1.55,7.18,0.81,2.69,23.0,2019
Myles Turner,C,12.08,1.16,6.56,0.74,2.13,24.0,2020
Myles Turner,C,12.6,1.02,6.51,0.85,3.38,25.0,2021
Myles Turner,C,12.86,1.05,7.07,0.67,2.81,26.0,2022
Myles Turner,C,17.95,1.44,7.52,0.58,2.26,27.0,2023
Myles Turner,C,17.05,1.3,6.92,0.51,1.87,28.0,2024
Hunter Tyson,F,1.11,0.11,0.5,0.06,0.0,24.0,2024
Stanley Umude,G,2.0,0.0,0.0,1.0,1.0,24.0,2023
Stanley Umude,G,5.29,0.46,2.12,0.33,0.29,25.0,2024
Jonas Valančiūnas,C,12.04,0.49,8.66,0.41,1.19,23.0,2015
Jonas Valančiūnas,C,12.8,0.7,9.12,0.42,1.33,24.0,2016
Jonas Valančiūnas,C,11.99,0.71,9.49,0.46,0.79,25.0,2017
Jonas Valančiūnas,C,12.73,1.05,8.57,0.38,0.9,26.0,2018
Jonas Valančiūnas,C,12.8,0.97,7.2,0.43,0.77,27.0,2019
Jonas Valančiūnas,C,19.95,2.16,10.68,0.32,1.58,27.0,2019
Jonas Valančiūnas,C,15.57,1.43,8.55,0.39,1.08,27.0,2019
Jonas Valančiūnas,C,14.91,1.87,11.26,0.43,1.09,28.0,2020
Jonas Valančiūnas,C,17.06,1.81,12.52,0.56,0.92,29.0,2021
Jonas Valančiūnas,C,17.76,2.57,11.39,0.55,0.81,30.0,2022
Jonas Valančiūnas,C,14.11,1.77,10.18,0.25,0.66,31.0,2023
Jonas Valančiūnas,C,12.22,2.11,8.79,0.39,0.83,32.0,2024
Fred VanVleet,G,2.89,0.95,1.14,0.43,0.08,23.0,2017
Fred VanVleet,G,8.63,3.2,2.42,0.89,0.25,24.0,2018
Fred VanVleet,G,10.95,4.8,2.61,0.89,0.31,25.0,2019
Fred VanVleet,G,17.63,6.61,3.76,1.85,0.31,26.0,2020
Fred VanVleet,G,19.6,6.31,4.23,1.67,0.71,27.0,2021
Fred VanVleet,G,20.31,6.68,4.45,1.71,0.54,28.0,2022
Fred VanVleet,G,19.35,7.17,4.06,1.78,0.55,29.0,2023
Fred VanVleet,G,17.4,8.07,3.81,1.38,0.81,30.0,2024
Jarred Vanderbilt,F,1.41,0.18,1.35,0.35,0.06,20.0,2019
Jarred Vanderbilt,F,1.11,0.22,0.89,0.33,0.11,21.0,2020
Jarred Vanderbilt,F,1.0,0.0,0.5,0.0,0.0,21.0,2020
Jarred Vanderbilt,F,1.09,0.18,0.82,0.27,0.09,21.0,2020
Jarred Vanderbilt,F,5.38,1.19,5.75,1.0,0.72,22.0,2021
Jarred Vanderbilt,F,6.92,1.27,8.43,1.34,0.62,23.0,2022
Jarred Vanderbilt,F,8.31,2.73,7.87,1.02,0.29,24.0,2023
Jarred Vanderbilt,F,7.19,1.62,6.65,1.15,0.23,24.0,2023
Jarred Vanderbilt,F,7.94,2.36,7.46,1.06,0.27,24.0,2023
Jarred Vanderbilt,F,5.17,1.24,4.76,1.24,0.17,25.0,2024
Devin Vassell,G,5.5,0.9,2.81,0.69,0.29,20.0,2021
Devin Vassell,G,12.28,1.92,4.31,1.07,0.58,21.0,2022
Devin Vassell,G,18.5,3.58,3.89,1.13,0.45,22.0,2023
Devin Vassell,G,19.46,4.07,3.84,1.07,0.34,23.0,2024
Gabe Vincent,G,2.44,0.67,0.56,0.56,0.0,24.0,2020
Gabe Vincent,G,4.84,1.34,1.12,0.42,0.04,25.0,2021
Gabe Vincent,G,8.69,3.09,1.85,0.91,0.18,26.0,2022
Gabe Vincent,G,9.43,2.46,2.13,0.91,0.07,27.0,2023
Gabe Vincent,G,3.09,1.91,0.82,0.82,0.0,28.0,2024
Tristan Vukcevic,F,8.5,1.3,3.6,0.5,0.7,21.0,2024
Nikola Vučević,C,19.3,1.99,10.95,0.73,0.73,24.0,2015
Nikola Vučević,C,18.17,2.75,8.86,0.82,1.08,25.0,2016
Nikola Vučević,C,14.61,2.77,10.39,1.01,0.99,26.0,2017
Nikola Vučević,C,16.47,3.35,9.18,0.98,1.09,27.0,2018
Nikola Vučević,C,20.81,3.84,12.0,1.01,1.11,28.0,2019
Nikola Vučević,C,19.6,3.58,10.85,0.87,0.76,29.0,2020
Nikola Vučević,C,24.55,3.8,11.75,0.95,0.64,30.0,2021
Nikola Vučević,C,21.5,3.92,11.54,0.88,0.77,30.0,2021
Nikola Vučević,C,23.41,3.84,11.67,0.93,0.69,30.0,2021
Nikola Vučević,C,17.64,3.23,11.01,0.96,0.97,31.0,2022
Nikola Vučević,C,17.65,3.23,11.01,0.73,0.7,32.0,2023
Nikola Vučević,C,18.03,3.34,10.54,0.66,0.79,33.0,2024
Dean Wade,F,1.67,0.17,1.58,0.17,0.33,23.0,2020
Dean Wade,F,5.97,1.17,3.41,0.56,0.33,24.0,2021
Dean Wade,F,5.27,1.02,2.94,0.57,0.14,25.0,2022
Dean Wade,F,4.68,0.84,3.41,0.64,0.48,26.0,2023
Dean Wade,F,5.39,0.8,4.04,0.74,0.46,27.0,2024
Franz Wagner,F,15.15,2.92,4.51,0.86,0.43,20.0,2022
Franz Wagner,F,18.56,3.54,4.11,0.96,0.21,21.0,2023
Franz Wagner,F,19.74,3.74,5.29,1.06,0.39,22.0,2024
Moritz Wagner,F,4.81,0.56,1.98,0.26,0.3,22.0,2019
Moritz Wagner,F,8.73,1.24,4.87,0.62,0.42,23.0,2020
Moritz Wagner,F,7.12,1.28,2.92,0.88,0.32,24.0,2021
Moritz Wagner,F,1.22,0.67,2.11,0.0,0.11,24.0,2021
Moritz Wagner,F,11.0,1.09,4.91,0.36,0.82,24.0,2021
Moritz Wagner,F,6.89,1.11,3.24,0.58,0.4,24.0,2021
Moritz Wagner,F,8.95,1.38,3.68,0.32,0.21,25.0,2022
Moritz Wagner,F,10.53,1.47,4.54,0.65,0.23,26.0,2023
Moritz Wagner,F,10.85,1.2,4.34,0.49,0.26,27.0,2024
Jabari Walker,F,3.86,0.61,2.34,0.18,0.23,20.0,2023
Jabari Walker,F,8.86,0.99,7.06,0.58,0.31,21.0,2024
Jarace Walker,F,3.64,1.21,1.91,0.45,0.33,20.0,2024
Lonnie Walker IV,G,2.65,0.53,1.0,0.41,0.18,20.0,2019
Lonnie Walker IV,G,6.38,1.11,2.28,0.52,0.23,21.0,2020
Lonnie Walker IV,G,11.15,1.68,2.58,0.48,0.25,22.0,2021
Lonnie Walker IV,G,12.13,2.17,2.59,0.63,0.27,23.0,2022
Lonnie Walker IV,G,11.68,1.14,1.95,0.54,0.3,24.0,2023
Lonnie Walker IV,G,9.74,1.28,2.19,0.55,0.34,25.0,2024
Cason Wallace,G,6.84,1.46,2.28,0.93,0.45,20.0,2024
Jordan Walsh,G,1.67,0.56,2.22,0.56,0.11,20.0,2024
P.J. Washington,F,12.24,2.12,5.45,0.88,0.76,21.0,2020
P.J. Washington,F,12.88,2.52,6.53,1.08,1.23,22.0,2021
P.J. Washington,F,10.28,2.26,5.18,0.88,0.94,23.0,2022
P.J. Washington,F,15.67,2.4,4.9,0.9,1.08,24.0,2023
P.J. Washington,F,13.64,2.2,5.27,0.86,0.73,25.0,2024
P.J. Washington,F,11.69,1.52,6.17,1.17,0.93,25.0,2024
P.J. Washington,F,12.86,1.93,5.63,0.99,0.81,25.0,2024
TyTy Washington Jr.,G,4.68,1.52,1.45,0.48,0.06,21.0,2023
TyTy Washington Jr.,G,1.27,0.45,0.45,0.27,0.0,22.0,2024
Lindy Waters III,F,7.96,0.96,2.92,0.76,0.32,24.0,2022
Lindy Waters III,F,5.22,0.68,1.83,0.34,0.27,25.0,2023
Lindy Waters III,F,3.61,0.63,1.05,0.13,0.18,26.0,2024
Trendon Watford,G,7.58,1.69,4.15,0.52,0.58,21.0,2022
Trendon Watford,G,7.4,2.1,3.84,0.52,0.19,22.0,2023
Trendon Watford,G,6.86,1.29,3.08,0.37,0.3,23.0,2024
Peyton Watson,G,3.26,0.48,1.61,0.09,0.48,20.0,2023
Peyton Watson,G,6.65,1.08,3.22,0.52,1.1,21.0,2024
Victor Wembanyama,F,21.44,3.86,10.63,1.24,3.58,20.0,2024
Blake Wesley,G,4.97,2.65,2.22,0.68,0.14,20.0,2023
Blake Wesley,G,4.39,2.72,1.54,0.48,0.15,21.0,2024
Russell Westbrook,G,28.15,8.57,7.28,2.09,0.21,26.0,2015
Russell Westbrook,G,23.48,10.42,7.82,2.04,0.25,27.0,2016
Russell Westbrook,G,31.58,10.37,10.67,1.63,0.38,28.0,2017
Russell Westbrook,G,25.35,10.25,10.05,1.84,0.25,29.0,2018
Russell Westbrook,G,22.95,10.74,11.05,1.95,0.45,30.0,2019
Russell Westbrook,G,27.25,7.04,7.91,1.63,0.35,31.0,2020
Russell Westbrook,G,22.23,11.74,11.54,1.37,0.35,32.0,2021
Russell Westbrook,G,18.47,7.05,7.44,0.96,0.26,33.0,2022
Russell Westbrook,G,15.9,7.52,6.17,1.02,0.44,34.0,2023
Russell Westbrook,G,15.81,7.62,4.86,1.1,0.48,34.0,2023
Russell Westbrook,G,15.88,7.55,5.79,1.04,0.45,34.0,2023
Russell Westbrook,G,11.09,4.5,5.04,1.09,0.34,35.0,2024
Coby White,G,13.22,2.69,3.54,0.75,0.09,20.0,2020
Coby White,G,15.09,4.75,4.12,0.55,0.22,21.0,2021
Coby White,G,12.66,2.89,2.98,0.48,0.18,22.0,2022
Coby White,G,9.66,2.76,2.86,0.73,0.08,23.0,2023
Coby White,G,19.1,5.13,4.53,0.67,0.23,24.0,2024
Derrick White,G,3.18,0.53,1.53,0.24,0.18,23.0,2018
Derrick White,G,9.9,3.93,3.69,1.0,0.7,24.0,2019
Derrick White,G,11.25,3.54,3.28,0.65,0.87,25.0,2020
Derrick White,G,15.36,3.53,2.97,0.72,1.0,26.0,2021
Derrick White,G,14.41,5.59,3.53,1.0,0.86,27.0,2022
Derrick White,G,11.0,3.54,3.38,0.58,0.62,27.0,2022
Derrick White,G,13.23,4.88,3.48,0.85,0.77,27.0,2022
Derrick White,G,12.4,3.91,3.57,0.66,0.93,28.0,2023
Derrick White,G,15.16,5.16,4.25,1.01,1.19,29.0,2024
Dariq Whitehead,G,1.5,1.5,2.0,0.0,0.5,19.0,2024
Cam Whitmore,F,12.32,0.7,3.83,0.64,0.36,19.0,2024
Aaron Wiggins,G,8.32,1.36,3.56,0.6,0.2,23.0,2022
Aaron Wiggins,G,6.84,1.14,3.0,0.56,0.21,24.0,2023
Aaron Wiggins,G,6.95,1.1,2.38,0.72,0.24,25.0,2024
Andrew Wiggins,F,16.91,2.07,4.56,1.05,0.61,20.0,2015
Andrew Wiggins,F,20.68,2.02,3.59,0.96,0.57,21.0,2016
Andrew Wiggins,F,23.57,2.3,4.0,1.0,0.37,22.0,2017
Andrew Wiggins,F,17.71,1.95,4.37,1.11,0.62,23.0,2018
Andrew Wiggins,F,18.1,2.52,4.82,0.96,0.66,24.0,2019
Andrew Wiggins,F,22.43,3.69,5.21,0.69,0.86,25.0,2020
Andrew Wiggins,F,19.42,3.58,4.58,1.33,1.42,25.0,2020
Andrew Wiggins,F,21.76,3.67,5.07,0.83,0.98,25.0,2020
Andrew Wiggins,F,18.59,2.35,4.89,0.94,0.99,26.0,2021
Andrew Wiggins,F,17.21,2.21,4.45,1.04,0.7,27.0,2022
Andrew Wiggins,F,17.11,2.3,5.03,1.22,0.76,28.0,2023
Andrew Wiggins,F,13.23,1.68,4.52,0.59,0.58,29.0,2024
Alondes Williams,G,0.0,0.0,1.0,0.0,0.0,24.0,2023
Alondes Williams,G,0.71,0.0,0.14,0.0,0.14,25.0,2024
Brandon Williams,G,12.88,3.92,3.08,1.0,0.42,22.0,2022
Brandon Williams,G,3.18,1.0,0.76,0.06,0.06,24.0,2024
Grant Williams,F,3.43,0.99,2.58,0.43,0.52,21.0,2020
Grant Williams,F,4.67,1.02,2.83,0.51,0.38,22.0,2021
Grant Williams,F,7.82,1.01,3.56,0.49,0.74,23.0,2022
Grant Williams,F,8.11,1.66,4.59,0.52,0.39,24.0,2023
Grant Williams,F,8.13,1.72,3.6,0.51,0.57,25.0,2024
Grant Williams,F,13.86,3.21,5.14,0.69,0.41,25.0,2024
Grant Williams,F,10.32,2.29,4.18,0.58,0.51,25.0,2024
Jalen Williams,G,14.08,3.31,4.49,1.37,0.47,22.0,2023
Jalen Williams,G,19.08,4.54,3.97,1.13,0.63,23.0,2024
Jaylin Williams,F,5.88,1.55,4.92,0.57,0.24,21.0,2023
Jaylin Williams,F,4.0,1.59,3.39,0.41,0.39,22.0,2024
Kenrich Williams,G,6.07,1.8,4.76,0.98,0.41,24.0,2019
Kenrich Williams,G,3.49,1.46,4.77,0.69,0.54,25.0,2020
Kenrich Williams,G,7.97,2.3,4.14,0.83,0.26,26.0,2021
Kenrich Williams,G,7.41,2.2,4.49,0.9,0.2,27.0,2022
Kenrich Williams,G,8.02,1.98,4.92,0.85,0.26,28.0,2023
Kenrich Williams,G,4.71,1.35,3.03,0.55,0.13,29.0,2024
Mark Williams,C,9.0,0.42,7.07,0.65,1.05,21.0,2023
Mark Williams,C,12.74,1.16,9.68,0.84,1.05,22.0,2024
Nate Williams,G,10.6,2.0,3.0,0.6,0.4,24.0,2023
Nate Williams,G,2.86,0.32,1.05,0.18,0.05,25.0,2024
Patrick Williams,F,9.23,1.39,4.61,0.9,0.65,19.0,2021
Patrick Williams,F,9.0,0.88,4.06,0.53,0.53,20.0,2022
Patrick Williams,F,10.16,1.22,3.99,0.88,0.85,21.0,2023
Patrick Williams,F,9.98,1.53,3.86,0.93,0.77,22.0,2024
Ziaire Williams,F,8.08,1.05,2.08,0.56,0.19,20.0,2022
Ziaire Williams,F,5.68,0.95,2.14,0.38,0.16,21.0,2023
Ziaire Williams,F,8.24,1.47,3.53,0.71,0.18,22.0,2024
Robert Williams III,C,2.53,0.22,2.53,0.28,1.25,21.0,2019
Robert Williams III,C,5.17,0.93,4.41,0.76,1.21,22.0,2020
Robert Williams III,C,8.02,1.81,6.88,0.83,1.75,23.0,2021
Robert Williams III,C,9.95,1.98,9.64,0.92,2.2,24.0,2022
Robert Williams III,C,7.97,1.43,8.34,0.63,1.37,25.0,2023
Robert Williams III,C,6.83,0.83,6.33,1.17,1.17,26.0,2024
Vince Williams Jr.,G,2.0,0.27,1.0,0.4,0.13,22.0,2023
Vince Williams Jr.,G,10.02,3.37,5.58,0.9,0.65,23.0,2024
Zion Williamson,F,22.5,2.08,6.25,0.67,0.38,19.0,2020
Zion Williamson,F,27.0,3.7,7.23,0.93,0.64,20.0,2021
Zion Williamson,F,26.0,4.59,6.97,1.1,0.55,22.0,2023
Zion Williamson,F,22.87,5.03,5.8,1.1,0.67,23.0,2024
Jalen Wilson,F,4.98,1.05,3.05,0.26,0.09,23.0,2024
James Wiseman,C,11.49,0.67,5.79,0.28,0.92,20.0,2021
James Wiseman,C,6.9,0.67,3.48,0.14,0.33,22.0,2023
James Wiseman,C,12.71,0.67,8.08,0.17,0.83,22.0,2023
James Wiseman,C,10.0,0.67,5.93,0.16,0.6,22.0,2023
James Wiseman,C,7.08,0.86,5.33,0.19,0.62,23.0,2024
Isaiah Wong,G,2.0,0.0,0.0,0.0,0.0,23.0,2024
Delon Wright,G,3.81,1.15,1.37,0.3,0.11,24.0,2016
Delon Wright,G,5.56,2.11,1.78,1.0,0.41,25.0,2017
Delon Wright,G,8.04,2.9,2.87,1.04,0.48,26.0,2018
Delon Wright,G,6.88,2.24,2.55,0.94,0.31,27.0,2019
Delon Wright,G,12.15,5.31,5.42,1.62,0.58,27.0,2019
Delon Wright,G,8.71,3.31,3.55,1.17,0.4,27.0,2019
Delon Wright,G,6.9,3.34,3.84,1.16,0.3,28.0,2020
Delon Wright,G,10.39,5.03,4.56,1.61,0.53,29.0,2021
Delon Wright,G,10.04,3.59,3.89,1.59,0.41,29.0,2021
Delon Wright,G,10.24,4.41,4.27,1.6,0.48,29.0,2021
Delon Wright,G,4.44,2.44,2.86,1.21,0.25,30.0,2022
Delon Wright,G,7.38,3.88,3.6,1.84,0.34,31.0,2023
Delon Wright,G,4.06,2.48,1.79,1.06,0.24,32.0,2024
Delon Wright,G,5.43,2.64,1.93,1.36,0.21,32.0,2024
Delon Wright,G,4.47,2.53,1.83,1.15,0.23,32.0,2024
Guerschon Yabusele,F,2.39,0.48,1.58,0.12,0.15,22.0,2018
Guerschon Yabusele,F,2.29,0.37,1.29,0.2,0.17,23.0,2019
Trae Young,G,19.12,8.06,3.72,0.89,0.19,20.0,2019
Trae Young,G,29.63,9.33,4.25,1.08,0.13,21.0,2020
Trae Young,G,25.3,9.43,3.89,0.84,0.19,22.0,2021
Trae Young,G,28.36,9.7,3.74,0.95,0.09,23.0,2022
Trae Young,G,26.22,10.15,2.97,1.1,0.12,24.0,2023
Trae Young,G,25.72,10.8,2.76,1.33,0.2,25.0,2024
Ivica Zubac,C,7.47,0.79,4.18,0.37,0.87,20.0,2017
Ivica Zubac,C,3.74,0.58,2.86,0.19,0.35,21.0,2018
Ivica Zubac,C,8.52,0.76,4.91,0.12,0.82,22.0,2019
Ivica Zubac,C,9.38,1.46,7.69,0.38,0.92,22.0,2019
Ivica Zubac,C,8.9,1.07,6.14,0.24,0.86,22.0,2019
Ivica Zubac,C,8.28,1.14,7.54,0.22,0.92,23.0,2020
Ivica Zubac,C,9.03,1.25,7.21,0.33,0.86,24.0,2021
Ivica Zubac,C,10.33,1.58,8.47,0.47,1.01,25.0,2022
Ivica Zubac,C,10.76,1.01,9.95,0.38,1.29,26.0,2023
Ivica Zubac,C,11.68,1.37,9.21,0.32,1.22,27.0,2024
Vlatko Čančar,F,1.21,0.21,0.71,0.07,0.07,23.0,2020
Vlatko Čančar,F,2.07,0.34,1.22,0.27,0.05,24.0,2021
Vlatko Čančar,F,4.13,1.13,2.07,0.13,0.2,25.0,2022
Vlatko Čančar,F,4.95,1.33,2.13,0.37,0.23,26.0,2023
Dario Šarić,F,12.84,2.25,6.33,0.7,0.37,23.0,2017
Dario Šarić,F,14.63,2.59,6.67,0.65,0.26,24.0,2018
Dario Šarić,F,11.08,2.0,6.62,0.31,0.23,25.0,2019
Dario Šarić,F,10.5,1.49,5.46,0.6,0.09,25.0,2019
Dario Šarić,F,10.59,1.57,5.64,0.56,0.11,25.0,2019
Dario Šarić,F,10.67,1.86,6.15,0.56,0.24,26.0,2020
Dario Šarić,F,8.74,1.3,3.8,0.6,0.08,27.0,2021
Dario Šarić,F,5.81,1.54,3.84,0.35,0.14,29.0,2023
Dario Šarić,F,7.35,0.85,3.25,0.35,0.1,29.0,2023
Dario Šarić,F,6.35,1.3,3.63,0.35,0.12,29.0,2023
Dario Šarić,F,8.05,2.25,4.42,0.48,0.16,30.0,2024
