player,pos,PTS,AST,REB,STL,BLK,age,year
Immanuel Quickley,G,18.58,6.76,4.79,0.89,0.18,25.0,2024
Immanuel Quickley,G,17.0,4.87,3.81,0.74,0.15,25.0,2024
Lester Quinones,G,2.5,0.5,0.75,0.25,0.0,22.0,2023
Lester Quinones,G,4.43,0.97,1.95,0.16,0.05,23.0,2024
Julius Randle,F,2.0,0.0,0.0,0.0,0.0,20.0,2015
Julius Randle,F,11.35,1.78,10.23,0.65,0.36,21.0,2016
Julius Randle,F,13.18,3.57,8.59,0.66,0.5,22.0,2017
Julius Randle,F,16.13,2.56,7.98,0.52,0.55,23.0,2018
Julius Randle,F,21.44,3.14,8.68,0.71,0.62,24.0,2019
Julius Randle,F,19.5,3.09,9.72,0.8,0.34,25.0,2020
Julius Randle,F,24.11,6.01,10.2,0.9,0.25,26.0,2021
Julius Randle,F,20.1,5.14,9.94,0.74,0.54,27.0,2022
Julius Randle,F,25.14,4.1,9.96,0.64,0.27,28.0,2023
Julius Randle,F,23.96,4.98,9.2,0.54,0.26,29.0,2024
Duop Reath,C,9.07,0.99,3.68,0.49,0.56,28.0,2024
Austin Reaves,G,7.28,1.8,3.16,0.48,0.33,24.0,2022
Austin Reaves,G,13.02,3.36,3.02,0.52,0.3,25.0,2023
Austin Reaves,G,15.85,5.49,4.29,0.8,0.3,26.0,2024
Cam Reddish,F,10.52,1.5,3.72,1.07,0.48,20.0,2020
Cam Reddish,F,11.23,1.35,4.0,1.27,0.35,21.0,2021
Cam Reddish,F,11.94,1.12,2.47,1.03,0.32,22.0,2022
Cam Reddish,F,6.07,0.67,1.4,0.8,0.27,22.0,2022
Cam Reddish,F,10.14,0.98,2.14,0.96,0.31,22.0,2022
Cam Reddish,F,8.4,1.0,1.55,0.75,0.4,23.0,2023
Cam Reddish,F,10.95,1.85,2.85,1.2,0.3,23.0,2023
Cam Reddish,F,9.68,1.42,2.2,0.98,0.35,23.0,2023
Cam Reddish,F,5.42,1.0,2.06,0.98,0.29,24.0,2024
Paul Reed,F,3.38,0.46,2.35,0.38,0.5,22.0,2021
Paul Reed,F,3.05,0.42,2.42,0.87,0.37,23.0,2022
Paul Reed,F,4.16,0.39,3.8,0.67,0.74,24.0,2023
Paul Reed,F,7.32,1.33,5.95,0.82,1.02,25.0,2024
Naz Reid,C,8.97,1.17,4.13,0.63,0.73,20.0,2020
Naz Reid,C,11.2,1.03,4.6,0.49,1.09,21.0,2021
Naz Reid,C,8.27,0.92,3.91,0.52,0.92,22.0,2022
Naz Reid,C,11.49,1.13,4.9,0.62,0.78,23.0,2023
Naz Reid,C,13.46,1.31,5.22,0.78,0.9,24.0,2024
Jared Rhoden,G,3.21,0.29,2.64,0.29,0.07,23.0,2023
Jared Rhoden,G,4.88,0.82,1.94,0.18,0.76,24.0,2024
Nick Richards,C,0.83,0.11,0.61,0.0,0.0,23.0,2021
Nick Richards,C,3.0,0.26,1.72,0.18,0.42,24.0,2022
Nick Richards,C,8.18,0.58,6.4,0.17,1.09,25.0,2023
Nick Richards,C,9.73,0.81,8.04,0.39,1.1,26.0,2024
Josh Richardson,G,6.56,1.4,2.06,0.69,0.48,22.0,2016
Josh Richardson,G,10.17,2.64,3.17,1.13,0.74,23.0,2017
Josh Richardson,G,12.9,2.85,3.52,1.49,0.93,24.0,2018
Josh Richardson,G,16.56,4.08,3.6,1.08,0.47,25.0,2019
Josh Richardson,G,13.73,2.95,3.16,0.95,0.65,26.0,2020
Josh Richardson,G,12.12,2.59,3.31,1.03,0.41,27.0,2021
Josh Richardson,G,9.7,1.5,2.84,0.77,0.52,28.0,2022
Josh Richardson,G,11.38,2.33,2.86,1.05,0.29,28.0,2022
Josh Richardson,G,10.25,1.77,2.85,0.86,0.45,28.0,2022
Josh Richardson,G,11.45,3.26,2.83,0.95,0.26,29.0,2023
Josh Richardson,G,7.52,1.61,2.43,1.26,0.39,29.0,2023
Josh Richardson,G,10.06,2.68,2.69,1.06,0.31,29.0,2023
Josh Richardson,G,9.88,2.44,2.81,0.56,0.33,30.0,2024
Duncan Robinson,F,3.33,0.33,1.27,0.33,0.0,25.0,2019
Duncan Robinson,F,13.47,1.4,3.18,0.48,0.26,26.0,2020
Duncan Robinson,F,13.08,1.76,3.47,0.6,0.28,27.0,2021
Duncan Robinson,F,10.92,1.63,2.57,0.53,0.18,28.0,2022
Duncan Robinson,F,6.38,1.1,1.64,0.33,0.0,29.0,2023
Duncan Robinson,F,12.87,2.82,2.54,0.68,0.24,30.0,2024
Mitchell Robinson,C,7.35,0.56,6.41,0.79,2.44,21.0,2019
Mitchell Robinson,C,9.67,0.59,7.02,0.85,1.95,22.0,2020
Mitchell Robinson,C,8.26,0.55,8.13,1.13,1.45,23.0,2021
Mitchell Robinson,C,8.47,0.53,8.57,0.81,1.85,24.0,2022
Mitchell Robinson,C,7.37,0.9,9.41,0.95,1.85,25.0,2023
Mitchell Robinson,C,5.58,0.58,8.48,1.19,1.13,26.0,2024
Orlando Robinson,C,3.74,0.81,4.06,0.39,0.39,22.0,2023
Orlando Robinson,C,2.75,0.94,2.33,0.19,0.22,23.0,2024
Jeremiah Robinson-Earl,F,7.47,1.0,5.59,0.59,0.31,21.0,2022
Jeremiah Robinson-Earl,F,6.79,1.0,4.19,0.56,0.26,22.0,2023
Jeremiah Robinson-Earl,F,2.95,0.54,1.95,0.26,0.1,23.0,2024
David Roddy,F,6.66,0.84,2.76,0.41,0.27,22.0,2023
David Roddy,F,8.4,1.58,4.17,0.52,0.23,23.0,2024
David Roddy,F,1.29,0.24,0.65,0.12,0.0,23.0,2024
David Roddy,F,6.54,1.23,3.25,0.42,0.17,23.0,2024
Ryan Rollins,G,1.92,0.5,1.0,0.08,0.08,20.0,2023
Ryan Rollins,G,4.1,1.1,1.1,0.8,0.3,21.0,2024
Ryan Rollins,G,1.0,1.0,0.67,0.67,0.0,21.0,2024
Ryan Rollins,G,3.38,1.08,1.0,0.77,0.23,21.0,2024
Terry Rozier,G,1.85,0.95,1.62,0.15,0.03,22.0,2016
Terry Rozier,G,5.54,1.77,3.07,0.61,0.15,23.0,2017
Terry Rozier,G,11.25,2.9,4.7,1.0,0.24,24.0,2018
Terry Rozier,G,8.96,2.92,3.89,0.86,0.27,25.0,2019
Terry Rozier,G,18.0,4.11,4.38,0.97,0.16,26.0,2020
Terry Rozier,G,20.39,4.25,4.38,1.26,0.38,27.0,2021
Terry Rozier,G,19.29,4.47,4.32,1.27,0.34,28.0,2022
Terry Rozier,G,21.1,5.06,4.11,1.17,0.25,29.0,2023
Terry Rozier,G,23.2,6.6,3.9,1.07,0.4,30.0,2024
Terry Rozier,G,16.42,4.65,4.19,1.0,0.29,30.0,2024
Terry Rozier,G,19.75,5.61,4.05,1.03,0.34,30.0,2024
Rayan Rupert,G,3.97,1.59,2.36,0.31,0.08,20.0,2024
D'Angelo Russell,G,13.18,3.32,3.42,1.16,0.16,20.0,2016
D'Angelo Russell,G,15.62,4.81,3.51,1.38,0.25,21.0,2017
D'Angelo Russell,G,15.48,5.19,3.94,0.75,0.35,22.0,2018
D'Angelo Russell,G,21.14,6.95,3.89,1.23,0.25,23.0,2019
D'Angelo Russell,G,23.61,6.24,3.7,0.94,0.27,24.0,2020
D'Angelo Russell,G,21.67,6.58,4.58,1.42,0.33,24.0,2020
D'Angelo Russell,G,23.09,6.33,3.93,1.07,0.29,24.0,2020
D'Angelo Russell,G,18.95,5.81,2.64,1.07,0.43,25.0,2021
D'Angelo Russell,G,18.09,7.08,3.32,0.95,0.34,26.0,2022
D'Angelo Russell,G,17.91,6.19,3.06,1.11,0.39,27.0,2023
D'Angelo Russell,G,17.41,6.06,2.94,0.59,0.47,27.0,2023
D'Angelo Russell,G,17.79,6.15,3.03,0.99,0.41,27.0,2023
D'Angelo Russell,G,18.01,6.34,3.11,0.91,0.47,28.0,2024
Matt Ryan,F,3.0,0.0,0.0,1.0,0.0,25.0,2022
Matt Ryan,F,3.92,0.33,1.17,0.17,0.0,26.0,2023
Matt Ryan,F,3.41,0.55,0.55,0.14,0.05,26.0,2023
Matt Ryan,F,3.59,0.47,0.76,0.15,0.03,26.0,2023
Matt Ryan,F,5.43,0.64,1.43,0.21,0.04,27.0,2024
Domantas Sabonis,F,5.91,1.01,3.56,0.48,0.4,21.0,2017
Domantas Sabonis,F,11.64,2.04,7.73,0.54,0.43,22.0,2018
Domantas Sabonis,F,14.09,2.86,9.32,0.65,0.41,23.0,2019
Domantas Sabonis,F,18.5,5.0,12.44,0.76,0.48,24.0,2020
Domantas Sabonis,F,20.32,6.69,11.97,1.23,0.53,25.0,2021
Domantas Sabonis,F,18.89,5.02,12.06,0.98,0.47,26.0,2022
Domantas Sabonis,F,18.87,5.8,12.33,0.87,0.33,26.0,2022
Domantas Sabonis,F,18.89,5.21,12.13,0.95,0.44,26.0,2022
Domantas Sabonis,F,19.11,7.25,12.32,0.82,0.49,27.0,2023
Domantas Sabonis,F,19.43,8.21,13.66,0.9,0.59,28.0,2024
Adama Sanogo,F,4.0,0.0,4.0,0.11,0.0,22.0,2024
Gui Santos,F,3.57,0.61,2.13,0.17,0.09,22.0,2024
Marcus Sasser,G,8.25,3.32,1.76,0.62,0.17,23.0,2024
Dennis Schröder,G,9.97,4.12,2.13,0.64,0.05,21.0,2015
Dennis Schröder,G,10.99,4.36,2.55,0.88,0.11,22.0,2016
Dennis Schröder,G,17.9,6.32,3.14,0.94,0.2,23.0,2017
Dennis Schröder,G,19.42,6.22,3.1,1.07,0.09,24.0,2018
Dennis Schröder,G,15.49,4.09,3.59,0.82,0.15,25.0,2019
Dennis Schröder,G,18.91,4.03,3.63,0.69,0.22,26.0,2020
Dennis Schröder,G,15.43,5.75,3.46,1.15,0.21,27.0,2021
Dennis Schröder,G,14.37,4.24,3.35,0.84,0.1,28.0,2022
Dennis Schröder,G,10.87,5.87,3.33,0.8,0.2,28.0,2022
Dennis Schröder,G,13.55,4.62,3.34,0.83,0.12,28.0,2022
Dennis Schröder,G,12.39,4.45,2.46,0.75,0.15,29.0,2023
Dennis Schröder,G,13.69,6.14,2.75,0.9,0.16,30.0,2024
Dennis Schröder,G,14.62,6.03,3.52,0.59,0.31,30.0,2024
Dennis Schröder,G,14.02,6.1,3.02,0.79,0.21,30.0,2024
Alperen Sengun,C,9.61,2.57,5.46,0.82,0.94,19.0,2022
Alperen Sengun,C,14.79,3.88,9.04,0.93,0.93,20.0,2023
Alperen Sengun,C,21.13,4.95,9.35,1.21,0.73,21.0,2024
Brice Sensabaugh,F,7.53,1.72,3.19,0.41,0.19,20.0,2024
Collin Sexton,G,16.72,2.96,2.88,0.54,0.07,20.0,2019
Collin Sexton,G,20.75,2.95,3.14,1.0,0.11,21.0,2020
Collin Sexton,G,24.33,4.37,3.12,1.03,0.17,22.0,2021
Collin Sexton,G,16.0,2.09,3.27,0.91,0.0,23.0,2022
Collin Sexton,G,14.27,2.88,2.19,0.56,0.12,24.0,2023
Collin Sexton,G,18.69,4.91,2.63,0.79,0.23,25.0,2024
Landry Shamet,G,8.31,1.09,1.44,0.44,0.15,22.0,2019
Landry Shamet,G,10.92,2.32,2.24,0.52,0.08,22.0,2019
Landry Shamet,G,9.14,1.48,1.7,0.47,0.13,22.0,2019
Landry Shamet,G,9.28,1.87,1.89,0.38,0.19,23.0,2020
Landry Shamet,G,9.3,1.62,1.84,0.51,0.16,24.0,2021
Landry Shamet,G,8.3,1.57,1.83,0.41,0.13,25.0,2022
Landry Shamet,G,8.65,2.33,1.68,0.65,0.12,26.0,2023
Landry Shamet,G,7.11,1.17,1.35,0.54,0.22,27.0,2024
Day'Ron Sharpe,C,6.19,0.53,5.0,0.31,0.47,20.0,2022
Day'Ron Sharpe,C,4.73,0.77,4.17,0.31,0.67,21.0,2023
Day'Ron Sharpe,C,6.8,1.39,6.38,0.39,0.72,22.0,2024
Shaedon Sharpe,G,9.86,1.18,2.95,0.48,0.3,20.0,2023
Shaedon Sharpe,G,15.94,2.94,5.0,0.88,0.38,21.0,2024
Ben Sheppard,G,4.42,0.93,1.56,0.58,0.04,22.0,2024
Pascal Siakam,F,4.16,0.31,3.36,0.47,0.82,23.0,2017
Pascal Siakam,F,7.27,1.96,4.49,0.77,0.52,24.0,2018
Pascal Siakam,F,16.92,3.1,6.86,0.91,0.65,25.0,2019
Pascal Siakam,F,22.85,3.45,7.32,1.02,0.88,26.0,2020
Pascal Siakam,F,21.36,4.46,7.23,1.14,0.66,27.0,2021
Pascal Siakam,F,22.81,5.29,8.53,1.25,0.62,28.0,2022
Pascal Siakam,F,24.23,5.85,7.83,0.92,0.51,29.0,2023
Pascal Siakam,F,22.18,4.87,6.31,0.82,0.26,30.0,2024
Pascal Siakam,F,21.27,3.71,7.78,0.76,0.37,30.0,2024
Pascal Siakam,F,21.71,4.28,7.06,0.79,0.31,30.0,2024
Ben Simmons,G,15.79,8.16,8.14,1.73,0.86,21.0,2018
Ben Simmons,G,16.92,7.72,8.82,1.42,0.77,22.0,2019
Ben Simmons,G,16.44,7.98,7.79,2.09,0.58,23.0,2020
Ben Simmons,G,14.29,6.91,7.19,1.6,0.6,24.0,2021
Ben Simmons,G,6.93,6.1,6.26,1.29,0.57,26.0,2023
Ben Simmons,G,6.13,5.73,7.93,0.8,0.6,27.0,2024
Anfernee Simons,G,3.75,0.65,0.65,0.05,0.0,20.0,2019
Anfernee Simons,G,8.27,1.39,2.17,0.37,0.14,21.0,2020
Anfernee Simons,G,7.84,1.39,2.19,0.28,0.12,22.0,2021
Anfernee Simons,G,17.33,3.88,2.65,0.53,0.11,23.0,2022
Anfernee Simons,G,21.06,4.08,2.6,0.68,0.23,24.0,2023
Anfernee Simons,G,22.59,5.54,3.63,0.5,0.11,25.0,2024
Jericho Sims,C,2.2,0.51,4.12,0.27,0.54,23.0,2022
Jericho Sims,C,3.42,0.48,4.65,0.29,0.54,24.0,2023
Jericho Sims,C,2.04,0.56,3.27,0.18,0.42,25.0,2024
Marcus Smart,G,7.81,3.1,3.31,1.48,0.27,21.0,2015
Marcus Smart,G,9.15,3.03,4.18,1.49,0.3,22.0,2016
Marcus Smart,G,10.57,4.61,3.86,1.58,0.43,23.0,2017
Marcus Smart,G,10.19,4.8,3.48,1.31,0.43,24.0,2018
Marcus Smart,G,8.85,4.01,2.92,1.79,0.35,25.0,2019
Marcus Smart,G,12.93,4.85,3.75,1.68,0.48,26.0,2020
Marcus Smart,G,13.06,5.69,3.48,1.5,0.48,27.0,2021
Marcus Smart,G,12.13,5.87,3.8,1.68,0.25,28.0,2022
Marcus Smart,G,11.52,6.26,3.13,1.52,0.38,29.0,2023
Marcus Smart,G,14.45,4.3,2.65,2.05,0.25,30.0,2024
Dru Smith,G,2.2,1.0,1.8,0.8,0.6,25.0,2023
Dru Smith,G,3.3,1.7,1.5,0.6,0.1,25.0,2023
Dru Smith,G,2.93,1.47,1.6,0.67,0.27,25.0,2023
Dru Smith,G,4.33,1.56,1.56,1.0,0.33,26.0,2024
Jalen Smith,F,1.96,0.15,1.37,0.04,0.15,21.0,2021
Jalen Smith,F,6.03,0.21,4.79,0.21,0.62,22.0,2022
Jalen Smith,F,13.41,0.82,7.64,0.41,1.05,22.0,2022
Jalen Smith,F,9.22,0.47,6.02,0.29,0.8,22.0,2022
Jalen Smith,F,9.44,0.97,5.79,0.31,0.88,23.0,2023
Jalen Smith,F,9.85,1.03,5.52,0.28,0.62,24.0,2024
Jabari Smith Jr.,F,12.78,1.28,7.2,0.54,0.94,20.0,2023
Jabari Smith Jr.,F,13.74,1.59,8.11,0.68,0.8,21.0,2024
Nick Smith Jr.,G,5.92,1.16,1.41,0.2,0.14,20.0,2024
Jeremy Sochan,F,10.96,2.54,5.27,0.77,0.41,20.0,2023
Jeremy Sochan,F,11.64,3.36,6.43,0.84,0.54,21.0,2024
Pat Spencer,G,0.67,0.83,0.67,0.0,0.0,27.0,2024
Jaden Springer,G,1.0,0.0,1.0,0.0,1.0,19.0,2022
Jaden Springer,G,2.62,0.5,0.88,0.44,0.19,20.0,2023
Jaden Springer,G,4.0,1.09,1.81,0.78,0.34,21.0,2024
Jaden Springer,G,2.06,0.53,1.18,0.65,0.24,21.0,2024
Jaden Springer,G,3.33,0.9,1.59,0.73,0.31,21.0,2024
Lamar Stevens,F,4.12,0.62,2.4,0.42,0.32,23.0,2021
Lamar Stevens,F,6.08,0.7,2.6,0.49,0.29,24.0,2022
Lamar Stevens,F,5.29,0.53,3.34,0.44,0.31,25.0,2023
Lamar Stevens,F,2.79,0.42,1.63,0.32,0.26,26.0,2024
Lamar Stevens,F,11.53,1.05,5.05,0.89,0.89,26.0,2024
Lamar Stevens,F,7.16,0.74,3.34,0.61,0.58,26.0,2024
Isaiah Stewart,F,7.9,0.87,6.66,0.57,1.26,20.0,2021
Isaiah Stewart,F,8.3,1.15,8.69,0.31,1.1,21.0,2022
Isaiah Stewart,F,11.34,1.4,8.06,0.4,0.68,22.0,2023
Isaiah Stewart,F,10.93,1.59,6.63,0.37,0.83,23.0,2024
Julian Strawther,G,4.54,0.94,1.22,0.34,0.14,22.0,2024
Max Strus,G,2.5,0.0,0.5,0.0,0.0,24.0,2020
Max Strus,G,6.05,0.62,1.05,0.28,0.05,25.0,2021
Max Strus,G,10.6,1.35,2.97,0.41,0.24,26.0,2022
Max Strus,G,11.54,2.14,3.22,0.52,0.15,27.0,2023
Max Strus,G,12.19,4.04,4.83,0.91,0.41,28.0,2024
Jalen Suggs,G,11.75,4.35,3.56,1.23,0.4,21.0,2022
Jalen Suggs,G,9.89,2.92,3.04,1.26,0.51,22.0,2023
Jalen Suggs,G,12.57,2.73,3.05,1.41,0.63,23.0,2024
Cole Swider,F,1.29,0.57,1.0,0.0,0.0,24.0,2023
Cole Swider,F,2.33,0.28,0.39,0.06,0.06,25.0,2024
Jae'Sean Tate,F,11.34,2.54,5.34,1.21,0.51,25.0,2021
Jae'Sean Tate,F,11.78,2.85,5.38,0.92,0.53,26.0,2022
Jae'Sean Tate,F,9.13,2.71,3.81,0.68,0.23,27.0,2023
Jae'Sean Tate,F,4.08,0.98,3.03,0.65,0.23,28.0,2024
Jayson Tatum,F,13.9,1.6,5.03,1.04,0.72,20.0,2018
Jayson Tatum,F,15.73,2.13,6.04,1.06,0.72,21.0,2019
Jayson Tatum,F,23.44,3.03,6.97,1.41,0.86,22.0,2020
Jayson Tatum,F,26.44,4.31,7.38,1.17,0.48,23.0,2021
Jayson Tatum,F,26.92,4.39,8.01,0.99,0.64,24.0,2022
Jayson Tatum,F,30.07,4.62,8.77,1.05,0.69,25.0,2023
Jayson Tatum,F,26.85,4.92,8.12,1.01,0.58,26.0,2024
Terry Taylor,F,9.64,1.24,5.21,0.42,0.24,22.0,2022
Terry Taylor,F,2.65,0.38,1.5,0.12,0.19,23.0,2023
Terry Taylor,F,4.0,0.0,1.6,0.0,0.2,23.0,2023
Terry Taylor,F,2.87,0.32,1.52,0.1,0.19,23.0,2023
Terry Taylor,F,1.48,0.32,1.19,0.16,0.06,24.0,2024
Garrett Temple,G,3.92,1.08,1.73,0.81,0.17,29.0,2015
Garrett Temple,G,7.28,1.75,2.65,0.86,0.22,30.0,2016
Garrett Temple,G,7.78,2.58,2.83,1.29,0.43,31.0,2017
Garrett Temple,G,8.42,1.91,2.34,0.88,0.42,32.0,2018
Garrett Temple,G,9.45,1.41,3.1,1.02,0.51,33.0,2019
Garrett Temple,G,4.73,1.42,2.46,1.0,0.19,33.0,2019
Garrett Temple,G,7.81,1.41,2.88,1.01,0.4,33.0,2019
Garrett Temple,G,10.34,2.52,3.52,0.79,0.47,34.0,2020
Garrett Temple,G,7.55,2.21,2.86,0.77,0.54,35.0,2021
Garrett Temple,G,5.24,1.25,2.42,0.73,0.39,36.0,2022
Garrett Temple,G,2.0,0.52,0.68,0.36,0.08,37.0,2023
Garrett Temple,G,3.26,1.04,1.67,0.44,0.11,38.0,2024
Dalen Terry,F,2.24,0.58,0.97,0.29,0.13,20.0,2023
Dalen Terry,F,3.05,1.37,1.92,0.46,0.31,21.0,2024
Daniel Theis,F,5.25,0.89,4.35,0.48,0.76,26.0,2018
Daniel Theis,F,5.67,1.03,3.41,0.32,0.64,27.0,2019
Daniel Theis,F,9.25,1.71,6.55,0.57,1.29,28.0,2020
Daniel Theis,F,9.45,1.6,5.24,0.6,1.02,29.0,2021
Daniel Theis,F,10.0,1.78,5.91,0.7,0.61,29.0,2021
Daniel Theis,F,9.65,1.66,5.48,0.63,0.88,29.0,2021
Daniel Theis,F,8.38,0.77,5.0,0.42,0.65,30.0,2022
Daniel Theis,F,7.9,1.0,4.67,0.43,0.67,30.0,2022
Daniel Theis,F,8.17,0.87,4.85,0.43,0.66,30.0,2022
Daniel Theis,F,7.0,1.29,3.14,0.29,0.86,31.0,2023
Daniel Theis,F,2.0,0.0,0.0,0.0,0.0,32.0,2024
Daniel Theis,F,6.34,1.03,4.14,0.36,0.86,32.0,2024
Daniel Theis,F,6.27,1.02,4.07,0.35,0.85,32.0,2024
Cam Thomas,G,8.51,1.16,2.4,0.49,0.12,20.0,2022
Cam Thomas,G,10.6,1.37,1.67,0.35,0.12,21.0,2023
Cam Thomas,G,22.45,2.91,3.24,0.68,0.24,22.0,2024
Amen Thompson,G,9.55,2.63,6.6,1.26,0.61,21.0,2024
Ausar Thompson,G,8.83,1.9,6.38,1.08,0.94,21.0,2024
Klay Thompson,G,21.66,2.88,3.21,1.13,0.78,25.0,2015
