player,pos,PTS,AST,REB,STL,BLK,age,year
Dorian Finney-Smith,F,11.0,1.88,4.69,1.1,0.49,29.0,2022
Dorian Finney-Smith,F,9.12,1.48,4.7,0.95,0.5,30.0,2023
Dorian Finney-Smith,F,7.15,1.58,4.92,0.65,0.62,30.0,2023
Dorian Finney-Smith,F,8.35,1.52,4.79,0.83,0.55,30.0,2023
Dorian Finney-Smith,F,8.53,1.57,4.66,0.82,0.56,31.0,2024
Adam Flagler,G,1.5,2.0,0.0,0.0,0.0,24.0,2024
Malachi Flynn,G,7.51,2.91,2.47,0.81,0.15,23.0,2021
Malachi Flynn,G,4.3,1.59,1.43,0.45,0.09,24.0,2022
Malachi Flynn,G,4.64,1.32,1.43,0.4,0.08,25.0,2023
Malachi Flynn,G,5.06,2.35,2.1,0.58,0.19,26.0,2024
Malachi Flynn,G,2.21,0.43,0.43,0.07,0.0,26.0,2024
Malachi Flynn,G,8.0,2.12,1.79,0.79,0.08,26.0,2024
Malachi Flynn,G,5.51,1.88,1.65,0.55,0.12,26.0,2024
Simone Fontecchio,F,6.31,0.81,1.65,0.29,0.15,27.0,2023
Simone Fontecchio,F,8.9,1.46,3.52,0.6,0.36,28.0,2024
Simone Fontecchio,F,15.44,1.75,4.38,0.88,0.31,28.0,2024
Simone Fontecchio,F,10.48,1.53,3.73,0.67,0.35,28.0,2024
De'Aaron Fox,G,11.56,4.38,2.79,0.96,0.27,20.0,2018
De'Aaron Fox,G,17.27,7.28,3.75,1.64,0.56,21.0,2019
De'Aaron Fox,G,21.12,6.82,3.84,1.45,0.49,22.0,2020
De'Aaron Fox,G,25.19,7.19,3.5,1.5,0.47,23.0,2021
De'Aaron Fox,G,23.17,5.59,3.92,1.15,0.42,24.0,2022
De'Aaron Fox,G,25.01,6.12,4.19,1.14,0.32,25.0,2023
De'Aaron Fox,G,26.57,5.65,4.59,2.03,0.42,26.0,2024
Markelle Fultz,G,7.14,3.79,3.07,0.86,0.29,20.0,2018
Markelle Fultz,G,8.16,3.11,3.68,0.89,0.26,21.0,2019
Markelle Fultz,G,12.08,5.12,3.31,1.25,0.15,22.0,2020
Markelle Fultz,G,12.88,5.38,3.12,1.0,0.25,23.0,2021
Markelle Fultz,G,10.83,5.5,2.72,1.11,0.28,24.0,2022
Markelle Fultz,G,13.95,5.68,3.9,1.45,0.43,25.0,2023
Markelle Fultz,G,7.79,2.79,3.21,0.98,0.35,26.0,2024
Daniel Gafford,F,5.12,0.49,2.47,0.3,1.3,21.0,2020
Daniel Gafford,F,4.74,0.55,3.32,0.35,1.1,22.0,2021
Daniel Gafford,F,10.13,0.52,5.57,0.65,1.78,22.0,2021
Daniel Gafford,F,7.04,0.54,4.28,0.48,1.39,22.0,2021
Daniel Gafford,F,9.4,0.94,5.65,0.42,1.38,23.0,2022
Daniel Gafford,F,9.04,1.08,5.55,0.42,1.27,24.0,2023
Daniel Gafford,F,10.89,1.53,8.02,0.98,2.16,25.0,2024
Daniel Gafford,F,11.17,1.59,6.93,0.72,1.93,25.0,2024
Daniel Gafford,F,11.0,1.55,7.59,0.88,2.07,25.0,2024
Darius Garland,G,12.34,3.88,1.88,0.71,0.07,20.0,2020
Darius Garland,G,17.43,6.09,2.39,1.22,0.11,21.0,2021
Darius Garland,G,21.66,8.57,3.29,1.31,0.1,22.0,2022
Darius Garland,G,21.59,7.8,2.68,1.23,0.13,23.0,2023
Darius Garland,G,18.04,6.54,2.67,1.3,0.12,24.0,2024
Marcus Garrett,G,1.08,0.58,1.92,0.42,0.25,23.0,2022
Luka Garza,C,5.81,0.62,3.12,0.28,0.19,23.0,2022
Luka Garza,C,6.46,0.64,2.25,0.11,0.07,24.0,2023
Luka Garza,C,3.96,0.16,1.24,0.16,0.04,25.0,2024
Keyonte George,G,12.99,4.43,2.81,0.48,0.09,20.0,2024
Paul George,F,8.83,1.0,3.67,0.83,0.17,25.0,2015
Paul George,F,23.14,4.06,6.95,1.88,0.36,26.0,2016
Paul George,F,23.67,3.35,6.56,1.59,0.36,27.0,2017
Paul George,F,21.95,3.33,5.66,2.04,0.49,28.0,2018
Paul George,F,28.04,4.13,8.16,2.21,0.44,29.0,2019
Paul George,F,21.52,3.85,5.67,1.42,0.42,30.0,2020
Paul George,F,23.31,5.19,6.65,1.15,0.44,31.0,2021
Paul George,F,24.32,5.68,6.87,2.16,0.42,32.0,2022
Paul George,F,23.79,5.14,6.11,1.48,0.36,33.0,2023
Paul George,F,22.58,3.54,5.24,1.53,0.5,34.0,2024
Taj Gibson,F,10.32,1.15,6.39,0.58,1.21,30.0,2015
Taj Gibson,F,8.59,1.45,6.9,0.64,1.05,31.0,2016
Taj Gibson,F,11.62,1.09,6.95,0.49,0.91,32.0,2017
Taj Gibson,F,9.0,0.57,4.48,0.61,0.65,32.0,2017
Taj Gibson,F,10.85,0.94,6.22,0.53,0.83,32.0,2017
Taj Gibson,F,12.18,1.21,7.12,0.76,0.72,33.0,2018
Taj Gibson,F,10.76,1.2,6.54,0.76,0.56,34.0,2019
Taj Gibson,F,6.11,0.84,4.31,0.44,0.48,35.0,2020
Taj Gibson,F,5.36,0.8,5.56,0.69,1.09,36.0,2021
Taj Gibson,F,4.4,0.62,4.4,0.42,0.77,37.0,2022
Taj Gibson,F,3.43,0.69,1.9,0.31,0.24,38.0,2023
Taj Gibson,F,1.0,0.56,1.75,0.12,0.38,39.0,2024
Taj Gibson,F,4.5,0.5,2.25,0.25,0.25,39.0,2024
Taj Gibson,F,1.7,0.55,1.85,0.15,0.35,39.0,2024
Josh Giddey,G,12.48,6.39,7.8,0.94,0.37,19.0,2022
Josh Giddey,G,16.58,6.17,7.88,0.75,0.41,20.0,2023
Josh Giddey,G,12.32,4.82,6.42,0.64,0.55,21.0,2024
Shai Gilgeous-Alexander,G,10.84,3.29,2.83,1.17,0.55,20.0,2019
Shai Gilgeous-Alexander,G,19.01,3.31,5.89,1.13,0.67,21.0,2020
Shai Gilgeous-Alexander,G,23.71,5.91,4.74,0.77,0.66,22.0,2021
Shai Gilgeous-Alexander,G,24.48,5.91,4.96,1.27,0.82,23.0,2022
Shai Gilgeous-Alexander,G,31.4,5.46,4.84,1.65,0.96,24.0,2023
Shai Gilgeous-Alexander,G,30.05,6.2,5.53,2.0,0.89,25.0,2024
Anthony Gill,F,3.08,0.42,1.96,0.38,0.15,28.0,2021
Anthony Gill,F,4.09,0.61,1.93,0.11,0.25,29.0,2022
Anthony Gill,F,3.31,0.58,1.68,0.12,0.2,30.0,2023
Anthony Gill,F,3.78,0.68,1.88,0.26,0.22,31.0,2024
Collin Gillespie,G,3.62,1.12,0.88,0.54,0.0,25.0,2024
Rudy Gobert,C,8.37,1.33,9.45,0.78,2.3,23.0,2015
Rudy Gobert,C,9.13,1.49,10.95,0.74,2.21,24.0,2016
Rudy Gobert,C,14.04,1.2,12.78,0.6,2.64,25.0,2017
Rudy Gobert,C,13.5,1.43,10.73,0.79,2.3,26.0,2018
Rudy Gobert,C,15.85,1.99,12.85,0.81,2.31,27.0,2019
Rudy Gobert,C,15.09,1.49,13.47,0.75,1.99,28.0,2020
Rudy Gobert,C,14.3,1.25,13.52,0.56,2.68,29.0,2021
Rudy Gobert,C,15.56,1.09,14.67,0.68,2.08,30.0,2022
Rudy Gobert,C,13.41,1.24,11.63,0.8,1.36,31.0,2023
Rudy Gobert,C,13.96,1.34,12.92,0.68,2.13,32.0,2024
Jordan Goodwin,G,0.0,0.0,0.5,0.0,0.0,23.0,2022
Jordan Goodwin,G,6.56,2.71,3.31,0.94,0.42,24.0,2023
Jordan Goodwin,G,4.95,1.95,2.92,0.57,0.22,25.0,2024
Jordan Goodwin,G,10.0,4.53,8.0,1.47,0.53,25.0,2024
Jordan Goodwin,G,6.46,2.72,4.44,0.84,0.32,25.0,2024
Aaron Gordon,F,5.17,0.7,3.6,0.45,0.47,19.0,2015
Aaron Gordon,F,9.22,1.64,6.5,0.76,0.71,20.0,2016
Aaron Gordon,F,12.74,1.88,5.06,0.81,0.5,21.0,2017
Aaron Gordon,F,17.62,2.34,7.88,1.02,0.78,22.0,2018
Aaron Gordon,F,15.97,3.71,7.36,0.73,0.72,23.0,2019
Aaron Gordon,F,14.42,3.68,7.66,0.82,0.63,24.0,2020
Aaron Gordon,F,14.56,4.2,6.64,0.64,0.8,25.0,2021
Aaron Gordon,F,10.16,2.24,4.72,0.68,0.56,25.0,2021
Aaron Gordon,F,12.36,3.22,5.68,0.66,0.68,25.0,2021
Aaron Gordon,F,15.01,2.51,5.85,0.59,0.59,26.0,2022
Aaron Gordon,F,16.31,2.99,6.56,0.79,0.75,27.0,2023
Aaron Gordon,F,13.88,3.55,6.45,0.77,0.62,28.0,2024
Eric Gordon,G,13.41,3.75,2.61,0.82,0.23,26.0,2015
Eric Gordon,G,15.24,2.69,2.2,0.96,0.31,27.0,2016
Eric Gordon,G,16.23,2.51,2.68,0.64,0.55,28.0,2017
Eric Gordon,G,18.01,2.23,2.46,0.64,0.39,29.0,2018
Eric Gordon,G,16.22,1.9,2.18,0.6,0.4,30.0,2019
Eric Gordon,G,14.44,1.5,1.97,0.64,0.36,31.0,2020
Eric Gordon,G,17.81,2.63,2.15,0.52,0.48,32.0,2021
Eric Gordon,G,13.42,2.7,1.98,0.49,0.32,33.0,2022
Eric Gordon,G,13.09,2.89,2.06,0.64,0.36,34.0,2023
Eric Gordon,G,10.95,2.14,1.68,0.59,0.36,34.0,2023
Eric Gordon,G,12.41,2.65,1.94,0.62,0.36,34.0,2023
Eric Gordon,G,11.01,2.04,1.79,0.97,0.44,35.0,2024
Jerami Grant,F,6.32,1.22,3.05,0.62,1.05,21.0,2015
Jerami Grant,F,9.73,1.75,4.69,0.7,1.65,22.0,2016
Jerami Grant,F,8.0,0.0,3.0,0.0,2.0,23.0,2017
Jerami Grant,F,5.4,0.59,2.55,0.42,0.96,23.0,2017
Jerami Grant,F,5.46,0.57,2.56,0.41,0.99,23.0,2017
Jerami Grant,F,8.42,0.7,3.94,0.38,0.95,24.0,2018
Jerami Grant,F,13.62,0.99,5.21,0.76,1.25,25.0,2019
Jerami Grant,F,11.99,1.24,3.49,0.7,0.8,26.0,2020
Jerami Grant,F,22.31,2.81,4.63,0.65,1.07,27.0,2021
Jerami Grant,F,19.23,2.36,4.06,0.94,1.04,28.0,2022
Jerami Grant,F,20.48,2.38,4.49,0.81,0.84,29.0,2023
Jerami Grant,F,20.96,2.81,3.54,0.83,0.63,30.0,2024
AJ Green,G,4.4,0.63,1.29,0.17,0.0,23.0,2023
AJ Green,G,4.5,0.54,1.14,0.16,0.07,24.0,2024
Draymond Green,F,11.66,3.68,8.19,1.56,1.25,25.0,2015
Draymond Green,F,13.96,7.38,9.49,1.47,1.4,26.0,2016
Draymond Green,F,10.21,7.01,7.88,2.03,1.39,27.0,2017
Draymond Green,F,11.04,7.26,7.64,1.36,1.3,28.0,2018
Draymond Green,F,7.36,6.88,7.29,1.44,1.06,29.0,2019
Draymond Green,F,8.02,6.19,6.19,1.37,0.77,30.0,2020
Draymond Green,F,7.05,8.86,7.11,1.67,0.83,31.0,2021
Draymond Green,F,7.52,6.96,7.3,1.33,1.09,32.0,2022
Draymond Green,F,8.45,6.85,7.19,1.01,0.82,33.0,2023
Draymond Green,F,8.64,6.04,7.24,1.0,0.85,34.0,2024
Jalen Green,G,17.27,2.63,3.37,0.66,0.27,20.0,2022
Jalen Green,G,22.14,3.7,3.74,0.78,0.24,21.0,2023
Jalen Green,G,19.63,3.55,5.16,0.8,0.34,22.0,2024
Javonte Green,G,3.4,0.54,1.94,0.5,0.17,26.0,2020
Javonte Green,G,4.2,0.44,2.08,0.72,0.08,27.0,2021
Javonte Green,G,2.56,0.38,1.19,0.62,0.25,27.0,2021
Javonte Green,G,3.56,0.41,1.73,0.68,0.15,27.0,2021
Javonte Green,G,7.2,0.92,4.25,1.03,0.49,28.0,2022
Javonte Green,G,5.16,0.72,2.75,0.75,0.66,29.0,2023
Javonte Green,G,12.22,0.56,7.44,1.11,0.89,30.0,2024
Jeff Green,F,17.58,1.61,4.27,0.82,0.39,28.0,2015
Jeff Green,F,13.07,1.8,4.16,0.58,0.47,28.0,2015
Jeff Green,F,14.97,1.72,4.21,0.68,0.44,28.0,2015
Jeff Green,F,12.19,1.85,4.55,0.75,0.36,29.0,2016
Jeff Green,F,10.85,1.48,3.37,0.67,0.78,29.0,2016
Jeff Green,F,11.74,1.72,4.15,0.72,0.5,29.0,2016
Jeff Green,F,9.25,1.17,3.1,0.54,0.19,30.0,2017
Jeff Green,F,10.85,1.27,3.15,0.53,0.44,31.0,2018
Jeff Green,F,12.29,1.78,4.01,0.56,0.51,32.0,2019
Jeff Green,F,7.77,0.67,2.7,0.4,0.33,33.0,2020
Jeff Green,F,12.22,1.67,2.89,0.78,0.5,33.0,2020
Jeff Green,F,9.44,1.04,2.77,0.54,0.4,33.0,2020
Jeff Green,F,11.03,1.59,3.87,0.53,0.4,34.0,2021
Jeff Green,F,10.29,1.28,3.08,0.37,0.36,35.0,2022
Jeff Green,F,7.8,1.23,2.57,0.32,0.3,36.0,2023
Jeff Green,F,6.53,0.9,2.28,0.21,0.4,37.0,2024
Josh Green,G,2.59,0.72,2.0,0.41,0.08,20.0,2021
Josh Green,G,4.76,1.18,2.4,0.67,0.21,21.0,2022
Josh Green,G,9.1,1.72,3.03,0.7,0.08,22.0,2023
Josh Green,G,8.23,2.28,3.23,0.82,0.16,23.0,2024
Quentin Grimes,G,5.98,0.96,2.04,0.67,0.24,22.0,2022
Quentin Grimes,G,11.25,2.11,3.23,0.66,0.37,23.0,2023
Quentin Grimes,G,7.27,1.16,1.96,0.67,0.07,24.0,2024
Quentin Grimes,G,5.33,2.33,2.0,0.83,0.67,24.0,2024
Quentin Grimes,G,7.04,1.29,1.96,0.69,0.14,24.0,2024
Mouhamed Gueye,F,4.0,0.67,3.67,0.83,0.67,21.0,2024
Rui Hachimura,F,13.52,1.81,6.12,0.77,0.17,22.0,2020
Rui Hachimura,F,13.84,1.44,5.47,0.77,0.12,23.0,2021
Rui Hachimura,F,11.31,1.14,3.81,0.55,0.21,24.0,2022
Rui Hachimura,F,13.0,1.17,4.27,0.37,0.4,25.0,2023
Rui Hachimura,F,9.61,0.7,4.7,0.24,0.42,25.0,2023
Rui Hachimura,F,11.22,0.92,4.49,0.3,0.41,25.0,2023
Rui Hachimura,F,13.57,1.19,4.32,0.6,0.37,26.0,2024
Tyrese Haliburton,G,12.98,5.33,2.98,1.33,0.48,21.0,2021
Tyrese Haliburton,G,14.25,7.43,3.9,1.69,0.67,22.0,2022
Tyrese Haliburton,G,17.46,9.58,4.31,1.85,0.58,22.0,2022
Tyrese Haliburton,G,15.34,8.16,4.04,1.74,0.64,22.0,2022
Tyrese Haliburton,G,20.71,10.45,3.66,1.62,0.45,23.0,2023
Tyrese Haliburton,G,20.13,10.9,3.93,1.2,0.7,24.0,2024
Tim Hardaway Jr.,G,11.49,1.81,2.23,0.29,0.2,23.0,2015
Tim Hardaway Jr.,G,6.39,1.0,1.69,0.41,0.14,24.0,2016
Tim Hardaway Jr.,G,14.47,2.3,2.84,0.7,0.19,25.0,2017
Tim Hardaway Jr.,G,17.47,2.72,3.93,1.09,0.18,26.0,2018
Tim Hardaway Jr.,G,19.13,2.65,3.5,0.91,0.13,27.0,2019
Tim Hardaway Jr.,G,15.47,1.95,3.21,0.63,0.11,27.0,2019
Tim Hardaway Jr.,G,18.06,2.45,3.42,0.83,0.12,27.0,2019
Tim Hardaway Jr.,G,15.79,1.93,3.27,0.58,0.07,28.0,2020
Tim Hardaway Jr.,G,16.61,1.8,3.27,0.44,0.16,29.0,2021
Tim Hardaway Jr.,G,14.24,2.19,3.71,0.9,0.14,30.0,2022
Tim Hardaway Jr.,G,14.35,1.82,3.54,0.69,0.17,31.0,2023
Tim Hardaway Jr.,G,14.42,1.76,3.22,0.53,0.08,32.0,2024
James Harden,G,27.37,6.98,5.67,1.9,0.74,25.0,2015
James Harden,G,28.98,7.46,6.11,1.7,0.62,26.0,2016
James Harden,G,29.09,11.2,8.14,1.49,0.47,27.0,2017
James Harden,G,30.43,8.75,5.4,1.75,0.69,28.0,2018
James Harden,G,36.13,7.51,6.64,2.03,0.74,29.0,2019
James Harden,G,34.34,7.53,6.56,1.84,0.88,30.0,2020
James Harden,G,24.75,10.38,5.12,0.88,0.75,31.0,2021
James Harden,G,24.58,10.89,8.53,1.28,0.75,31.0,2021
James Harden,G,24.61,10.8,7.91,1.2,0.75,31.0,2021
James Harden,G,22.5,10.16,7.98,1.27,0.7,32.0,2022
James Harden,G,21.05,10.48,7.1,1.24,0.24,32.0,2022
James Harden,G,22.03,10.26,7.69,1.26,0.55,32.0,2022
James Harden,G,20.97,10.66,6.1,1.22,0.53,33.0,2023
James Harden,G,16.56,8.53,5.12,1.07,0.79,34.0,2024
Jaden Hardy,G,8.75,1.35,1.85,0.35,0.15,20.0,2023
Jaden Hardy,G,7.26,1.49,1.79,0.3,0.05,21.0,2024
Ron Harper Jr.,G,2.22,0.44,0.78,0.0,0.11,23.0,2023
Ron Harper Jr.,G,0.0,1.0,0.0,0.0,0.0,24.0,2024
Gary Harris,G,3.42,0.53,1.16,0.71,0.13,20.0,2015
Gary Harris,G,12.26,1.93,2.89,1.28,0.24,21.0,2016
Gary Harris,G,14.93,2.88,3.12,1.25,0.14,22.0,2017
Gary Harris,G,17.46,2.9,2.63,1.82,0.22,23.0,2018
Gary Harris,G,12.93,2.23,2.81,0.96,0.33,24.0,2019
Gary Harris,G,10.38,2.11,2.91,1.36,0.25,25.0,2020
Gary Harris,G,9.68,1.68,2.47,0.89,0.21,26.0,2021
Gary Harris,G,10.2,2.3,1.6,0.55,0.35,26.0,2021
Gary Harris,G,9.95,2.0,2.03,0.72,0.28,26.0,2021
Gary Harris,G,11.13,1.77,2.0,0.97,0.15,27.0,2022
Gary Harris,G,8.27,1.23,2.04,0.94,0.25,28.0,2023
Gary Harris,G,6.89,1.61,1.69,0.91,0.26,29.0,2024
Tobias Harris,F,17.12,1.82,6.32,1.01,0.53,22.0,2015
Tobias Harris,F,13.65,2.02,6.98,0.96,0.57,23.0,2016
Tobias Harris,F,16.56,2.59,6.22,0.67,0.44,23.0,2016
Tobias Harris,F,14.68,2.22,6.71,0.86,0.53,23.0,2016
Tobias Harris,F,16.11,1.73,5.07,0.73,0.48,24.0,2017
Tobias Harris,F,18.08,1.96,5.08,0.71,0.31,25.0,2018
Tobias Harris,F,19.31,3.06,6.03,1.16,0.62,25.0,2018
Tobias Harris,F,18.58,2.4,5.46,0.89,0.44,25.0,2018
Tobias Harris,F,20.95,2.73,7.85,0.73,0.44,26.0,2019
Tobias Harris,F,18.22,2.93,7.89,0.41,0.48,26.0,2019
Tobias Harris,F,20.05,2.79,7.87,0.62,0.45,26.0,2019
Tobias Harris,F,19.6,3.15,6.88,0.74,0.56,27.0,2020
Tobias Harris,F,19.52,3.55,6.76,0.89,0.82,28.0,2021
Tobias Harris,F,17.22,3.45,6.79,0.64,0.59,29.0,2022
Tobias Harris,F,14.66,2.51,5.73,0.92,0.54,30.0,2023
Tobias Harris,F,17.2,3.1,6.47,1.0,0.66,31.0,2024
Josh Hart,G,7.87,1.27,4.17,0.75,0.25,23.0,2018
Josh Hart,G,7.84,1.39,3.7,0.96,0.6,24.0,2019
Josh Hart,G,10.09,1.66,6.54,0.97,0.35,25.0,2020
Josh Hart,G,9.23,2.32,8.02,0.81,0.26,26.0,2021
Josh Hart,G,13.37,4.1,7.76,1.1,0.27,27.0,2022
Josh Hart,G,19.92,4.31,5.38,1.23,0.15,27.0,2022
Josh Hart,G,14.94,4.15,7.19,1.13,0.24,27.0,2022
Josh Hart,G,9.55,3.92,8.18,1.06,0.18,28.0,2023
Josh Hart,G,10.24,3.6,7.04,1.36,0.48,28.0,2023
Josh Hart,G,9.78,3.82,7.8,1.16,0.28,28.0,2023
Josh Hart,G,9.4,4.09,8.33,0.93,0.28,29.0,2024
Isaiah Hartenstein,C,1.89,0.54,1.68,0.25,0.43,21.0,2019
Isaiah Hartenstein,C,4.65,0.78,3.91,0.39,0.52,22.0,2020
Isaiah Hartenstein,C,3.47,0.5,2.83,0.37,0.67,23.0,2021
Isaiah Hartenstein,C,8.25,2.5,6.0,0.5,1.19,23.0,2021
Isaiah Hartenstein,C,5.13,1.2,3.93,0.41,0.85,23.0,2021
Isaiah Hartenstein,C,8.28,2.35,4.88,0.74,1.13,24.0,2022
Isaiah Hartenstein,C,4.95,1.24,6.54,0.65,0.78,25.0,2023
Isaiah Hartenstein,C,7.76,2.51,8.35,1.16,1.13,26.0,2024
