player,pos,PTS,AST,REB,STL,BLK,TOV,AST_TO,STOCKS,FIC,age,year
Al Horford,C,10.16,3.36,7.68,0.71,1.33,0.94,3.5744680851063833,2.04,22.3,36.0,2022
Al Horford,C,9.78,3.0,6.19,0.48,0.97,0.59,5.084745762711865,1.45,19.83,37.0,2023
Al Horford,C,8.65,2.58,6.35,0.58,0.95,0.74,3.4864864864864864,1.53,18.37,38.0,2024
Talen Horton-Tucker,G,5.67,1.0,1.17,1.33,0.17,1.0,1.0,1.5,8.34,19.0,2020
Talen Horton-Tucker,G,9.0,2.78,2.6,0.97,0.32,1.62,1.7160493827160492,1.29,14.05,20.0,2021
Talen Horton-Tucker,G,9.95,2.65,3.22,0.98,0.48,1.37,1.9343065693430654,1.46,15.91,21.0,2022
Talen Horton-Tucker,G,10.74,3.78,3.23,0.63,0.45,1.94,1.9484536082474226,1.08,16.89,22.0,2023
Talen Horton-Tucker,G,10.12,3.47,2.37,0.88,0.37,1.27,2.732283464566929,1.25,15.94,23.0,2024
Caleb Houstan,G,3.78,0.59,1.94,0.24,0.14,0.35,1.6857142857142857,0.38,6.34,20.0,2023
Caleb Houstan,G,4.29,0.49,1.42,0.25,0.07,0.27,1.8148148148148147,0.32,6.25,21.0,2024
Jett Howard,G,1.61,0.33,0.39,0.11,0.11,0.17,1.9411764705882353,0.22,2.38,20.0,2024
Kevin Huerter,G,9.69,2.85,3.27,0.87,0.33,1.45,1.9655172413793105,1.2,15.56,20.0,2019
Kevin Huerter,G,12.21,3.8,4.07,0.91,0.48,1.55,2.451612903225806,1.39,19.92,21.0,2020
Kevin Huerter,G,11.91,3.49,3.35,1.19,0.26,1.14,3.0614035087719302,1.45,19.06,22.0,2021
Kevin Huerter,G,12.05,2.74,3.43,0.74,0.35,1.23,2.2276422764227646,1.09,18.08,23.0,2022
Kevin Huerter,G,15.2,2.95,3.35,1.07,0.32,1.29,2.2868217054263567,1.39,21.6,24.0,2023
Kevin Huerter,G,10.23,2.59,3.5,0.7,0.36,0.83,3.1204819277108435,1.06,16.55,25.0,2024
Jay Huff,C,0.0,0.25,1.0,0.25,0.25,0.25,1.0,0.5,1.5,24.0,2022
Jay Huff,C,7.29,1.43,3.0,0.43,0.57,0.71,2.0140845070422535,1.0,12.01,25.0,2023
Jay Huff,C,1.15,0.1,0.55,0.1,0.15,0.05,2.0,0.25,2.0,26.0,2024
De'Andre Hunter,F,12.35,1.78,4.54,0.7,0.29,1.63,1.0920245398773007,0.99,18.03,22.0,2020
De'Andre Hunter,F,14.96,1.91,4.78,0.83,0.52,1.26,1.5158730158730158,1.35,21.74,23.0,2021
De'Andre Hunter,F,13.38,1.28,3.32,0.68,0.4,1.3,0.9846153846153846,1.08,17.76,24.0,2022
De'Andre Hunter,F,15.36,1.4,4.24,0.52,0.25,1.22,1.1475409836065573,0.77,20.55,25.0,2023
De'Andre Hunter,F,15.63,1.53,3.89,0.7,0.28,1.46,1.047945205479452,0.98,20.57,26.0,2024
Bones Hyland,G,10.12,2.77,2.72,0.59,0.29,1.25,2.216,0.88,15.24,21.0,2022
Bones Hyland,G,12.1,2.98,2.05,0.67,0.31,1.6,1.8624999999999998,0.98,16.51,22.0,2023
Bones Hyland,G,10.79,3.36,3.5,0.79,0.14,1.07,3.1401869158878504,0.93,17.51,22.0,2023
Bones Hyland,G,11.77,3.07,2.41,0.7,0.27,1.46,2.102739726027397,0.97,16.76,22.0,2023
Bones Hyland,G,6.92,2.51,1.49,0.7,0.11,1.19,2.1092436974789917,0.81,10.54,23.0,2024
Joe Ingles,F,5.01,2.3,2.22,0.91,0.13,1.24,1.8548387096774193,1.04,9.33,27.0,2015
Joe Ingles,F,4.22,1.19,1.86,0.68,0.05,0.8,1.4874999999999998,0.73,7.2,28.0,2016
Joe Ingles,F,7.09,2.74,3.18,1.17,0.1,1.3,2.1076923076923078,1.27,12.98,29.0,2017
Joe Ingles,F,11.46,4.78,4.2,1.1,0.24,1.94,2.463917525773196,1.34,19.84,30.0,2018
Joe Ingles,F,12.12,5.72,4.02,1.2,0.24,2.35,2.4340425531914893,1.44,20.95,31.0,2019
Joe Ingles,F,9.82,5.18,3.86,0.9,0.15,1.97,2.6294416243654823,1.05,17.94,32.0,2020
Joe Ingles,F,12.07,4.75,3.64,0.67,0.18,1.75,2.7142857142857144,0.85,19.56,33.0,2021
Joe Ingles,F,7.22,3.51,2.91,0.51,0.11,1.02,3.441176470588235,0.62,13.24,34.0,2022
Joe Ingles,F,6.89,3.26,2.78,0.72,0.13,1.2,2.716666666666667,0.85,12.58,35.0,2023
Joe Ingles,F,4.35,2.99,2.09,0.63,0.07,0.99,3.0202020202020203,0.7,9.14,36.0,2024
Brandon Ingram,F,9.37,2.1,4.0,0.63,0.46,1.47,1.4285714285714286,1.09,15.09,19.0,2017
Brandon Ingram,F,16.08,3.9,5.32,0.76,0.73,2.53,1.541501976284585,1.49,24.26,20.0,2018
Brandon Ingram,F,18.27,2.96,5.13,0.54,0.6,2.48,1.1935483870967742,1.14,25.02,21.0,2019
Brandon Ingram,F,23.82,4.18,6.13,0.98,0.61,3.05,1.3704918032786886,1.59,32.67,22.0,2020
Brandon Ingram,F,23.77,4.85,4.9,0.69,0.59,2.52,1.9246031746031744,1.28,32.28,23.0,2021
Brandon Ingram,F,22.65,5.58,5.82,0.62,0.47,2.75,2.0290909090909093,1.09,32.39,24.0,2022
Brandon Ingram,F,24.71,5.82,5.47,0.71,0.42,3.29,1.7689969604863223,1.13,33.84,25.0,2023
Brandon Ingram,F,20.81,5.67,5.06,0.78,0.62,2.55,2.223529411764706,1.4,30.39,26.0,2024
Kyrie Irving,G,21.71,5.19,3.16,1.52,0.27,2.48,2.092741935483871,1.79,29.37,23.0,2015
Kyrie Irving,G,19.64,4.72,2.96,1.06,0.34,2.34,2.017094017094017,1.4,26.38,24.0,2016
Kyrie Irving,G,25.22,5.81,3.19,1.15,0.33,2.5,2.324,1.48,33.2,25.0,2017
Kyrie Irving,G,24.43,5.1,3.78,1.08,0.28,2.32,2.1982758620689653,1.36,32.35,26.0,2018
Kyrie Irving,G,23.82,6.93,5.0,1.54,0.51,2.57,2.6964980544747084,2.05,35.23,27.0,2019
Kyrie Irving,G,27.4,6.4,5.15,1.35,0.5,2.6,2.4615384615384617,1.85,38.2,28.0,2020
Kyrie Irving,G,26.87,6.0,4.76,1.41,0.69,2.41,2.4896265560165975,2.1,37.32,29.0,2021
Kyrie Irving,G,27.45,5.76,4.38,1.41,0.59,2.52,2.2857142857142856,2.0,37.07,30.0,2022
Kyrie Irving,G,27.1,5.28,5.1,1.02,0.82,2.28,2.3157894736842106,1.84,37.04,31.0,2023
Kyrie Irving,G,26.95,6.0,5.0,1.25,0.6,1.85,3.243243243243243,1.85,37.95,31.0,2023
Kyrie Irving,G,27.05,5.52,5.07,1.1,0.75,2.13,2.591549295774648,1.85,37.36,31.0,2023
Kyrie Irving,G,25.64,5.16,5.0,1.28,0.48,1.83,2.819672131147541,1.76,35.73,32.0,2024
Jonathan Isaac,F,5.37,0.67,3.67,1.22,1.11,1.0,0.67,2.33,11.04,20.0,2018
Jonathan Isaac,F,9.6,1.07,5.48,0.79,1.31,1.0,1.07,2.1,17.25,21.0,2019
Jonathan Isaac,F,11.88,1.41,6.79,1.56,2.29,1.44,0.9791666666666666,3.85,22.49,22.0,2020
Jonathan Isaac,F,5.0,0.55,4.0,1.27,0.36,0.36,1.527777777777778,1.63,10.82,25.0,2023
Jonathan Isaac,F,6.78,0.52,4.48,0.74,1.21,0.47,1.1063829787234043,1.95,13.26,26.0,2024
Jaden Ivey,G,16.27,5.23,3.89,0.82,0.23,3.2,1.6343750000000001,1.05,23.24,21.0,2023
Jaden Ivey,G,15.39,3.84,3.43,0.74,0.53,2.47,1.554655870445344,1.27,21.46,22.0,2024
GG Jackson,F,14.56,1.23,4.08,0.58,0.5,1.35,0.911111111111111,1.08,19.6,19.0,2024
Isaiah Jackson,F,8.25,0.28,4.14,0.69,1.44,1.11,0.25225225225225223,2.13,13.69,20.0,2022
Isaiah Jackson,F,7.22,0.81,4.48,0.49,1.48,0.81,1.0,1.97,13.67,21.0,2023
Isaiah Jackson,F,6.38,0.83,3.97,0.57,1.02,0.65,1.2769230769230768,1.59,12.12,22.0,2024
Quenton Jackson,G,6.22,1.67,0.89,0.44,0.11,0.44,3.7954545454545454,0.55,8.89,24.0,2023
Quenton Jackson,G,0.67,0.67,1.33,0.33,0.0,0.0,inf,0.33,3.0,25.0,2024
Reggie Jackson,G,12.82,4.28,4.02,0.84,0.1,1.82,2.3516483516483517,0.94,20.24,25.0,2015
Reggie Jackson,G,17.63,9.19,4.67,0.74,0.15,3.52,2.6107954545454546,0.89,28.86,25.0,2015
Reggie Jackson,G,14.51,6.0,4.25,0.81,0.12,2.42,2.479338842975207,0.93,23.27,25.0,2015
Reggie Jackson,G,18.85,6.23,3.2,0.75,0.14,2.82,2.2092198581560285,0.89,26.35,26.0,2016
Reggie Jackson,G,14.46,5.19,2.19,0.67,0.1,2.19,2.3698630136986303,0.77,20.42,27.0,2017
Reggie Jackson,G,14.58,5.29,2.78,0.6,0.09,2.2,2.4045454545454543,0.69,21.14,28.0,2018
Reggie Jackson,G,15.37,4.2,2.63,0.67,0.11,1.8,2.3333333333333335,0.78,21.18,29.0,2019
Reggie Jackson,G,14.93,5.14,2.93,0.57,0.07,1.64,3.1341463414634148,0.64,22.0,30.0,2020
Reggie Jackson,G,9.47,3.18,3.0,0.29,0.24,1.65,1.9272727272727275,0.53,14.53,30.0,2020
Reggie Jackson,G,11.94,4.06,2.97,0.42,0.16,1.65,2.4606060606060605,0.58,17.9,30.0,2020
Reggie Jackson,G,10.67,3.06,2.87,0.61,0.1,1.1,2.7818181818181817,0.71,16.21,31.0,2021
Reggie Jackson,G,16.84,4.79,3.61,0.73,0.2,2.31,2.0735930735930737,0.93,23.86,32.0,2022
Reggie Jackson,G,10.88,3.52,2.23,0.73,0.1,1.85,1.9027027027027026,0.83,15.61,33.0,2023
Reggie Jackson,G,7.94,3.12,1.75,0.56,0.06,1.19,2.6218487394957983,0.62,12.24,33.0,2023
Reggie Jackson,G,10.19,3.43,2.12,0.69,0.09,1.69,2.0295857988165684,0.78,14.83,33.0,2023
Reggie Jackson,G,10.16,3.76,1.89,0.54,0.16,1.29,2.9147286821705425,0.7,15.22,34.0,2024
Andre Jackson Jr.,G,2.19,0.88,1.98,0.28,0.11,0.49,1.7959183673469388,0.39,4.95,22.0,2024
Jaren Jackson Jr.,F,13.76,1.1,4.69,0.9,1.41,1.69,0.6508875739644971,2.31,20.17,19.0,2019
Jaren Jackson Jr.,F,17.37,1.37,4.6,0.7,1.61,1.74,0.7873563218390806,2.31,23.91,20.0,2020
Jaren Jackson Jr.,F,14.36,1.09,5.64,1.09,1.64,1.36,0.8014705882352942,2.73,22.46,21.0,2021
Jaren Jackson Jr.,F,16.31,1.1,5.82,0.94,2.27,1.67,0.658682634730539,3.21,24.77,22.0,2022
Jaren Jackson Jr.,F,18.62,0.95,6.76,1.03,3.0,1.7,0.5588235294117647,4.03,28.66,23.0,2023
Jaren Jackson Jr.,F,22.52,2.33,5.53,1.21,1.61,2.42,0.9628099173553719,2.82,30.78,24.0,2024
Trayce Jackson-Davis,F,7.94,1.21,5.01,0.43,1.12,0.72,1.6805555555555556,1.55,14.99,24.0,2024
LeBron James,F,25.26,7.41,6.03,1.58,0.71,3.94,1.8807106598984773,2.29,37.05,30.0,2015
LeBron James,F,25.26,6.76,7.43,1.37,0.64,3.28,2.0609756097560976,2.01,38.18,31.0,2016
LeBron James,F,26.41,8.73,8.64,1.24,0.59,4.09,2.134474327628362,1.83,41.52,32.0,2017
LeBron James,F,27.45,9.11,8.65,1.41,0.87,4.23,2.1536643026004723,2.28,43.26,33.0,2018
LeBron James,F,27.36,8.25,8.45,1.31,0.6,3.58,2.304469273743017,1.91,42.39,34.0,2019
LeBron James,F,25.34,10.21,7.84,1.16,0.54,3.9,2.6179487179487184,1.7,41.19,35.0,2020
LeBron James,F,25.02,7.78,7.69,1.07,0.56,3.73,2.0857908847184987,1.63,38.39,36.0,2021
LeBron James,F,30.27,6.23,8.2,1.3,1.05,3.5,1.78,2.35,43.55,37.0,2022
LeBron James,F,28.91,6.82,8.31,0.91,0.58,3.24,2.1049382716049383,1.49,42.29,38.0,2023
LeBron James,F,25.66,8.3,7.3,1.25,0.54,3.45,2.4057971014492754,1.79,39.6,39.0,2024
Jaime Jaquez Jr.,G,11.85,2.6,3.8,1.03,0.27,1.47,1.7687074829931975,1.3,18.08,23.0,2024
DaQuan Jeffries,G,3.85,0.54,1.38,0.31,0.08,0.15,3.6000000000000005,0.39,6.01,22.0,2020
DaQuan Jeffries,G,3.5,0.33,1.61,0.39,0.22,0.44,0.75,0.61,5.61,23.0,2021
DaQuan Jeffries,G,4.92,1.23,3.23,0.62,0.46,0.46,2.6739130434782608,1.08,10.0,23.0,2021
DaQuan Jeffries,G,4.1,0.71,2.29,0.48,0.32,0.45,1.5777777777777777,0.8,7.45,23.0,2021
DaQuan Jeffries,G,0.67,0.33,0.67,0.0,0.0,0.0,inf,0.0,1.67,24.0,2022
DaQuan Jeffries,G,0.82,0.29,0.29,0.0,0.06,0.18,1.6111111111111112,0.06,1.28,26.0,2024
Trey Jemison III,C,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,24.0,2024
Trey Jemison III,C,7.43,1.17,5.78,0.52,1.22,1.43,0.8181818181818181,1.74,14.69,24.0,2024
Trey Jemison III,C,6.84,1.08,5.36,0.48,1.12,1.36,0.7941176470588235,1.6,13.52,24.0,2024
Ty Jerome,G,3.29,1.42,1.48,0.48,0.1,0.58,2.4482758620689657,0.58,6.19,22.0,2020
Ty Jerome,G,10.7,3.64,2.76,0.61,0.18,1.42,2.563380281690141,0.79,16.47,23.0,2021
Ty Jerome,G,7.08,2.27,1.62,0.62,0.1,0.77,2.948051948051948,0.72,10.92,24.0,2022
Ty Jerome,G,6.87,3.0,1.73,0.51,0.11,0.67,4.477611940298507,0.62,11.55,25.0,2023
Ty Jerome,G,2.0,1.5,0.5,0.0,0.0,0.5,3.0,0.0,3.5,26.0,2024
Isaiah Joe,G,3.73,0.49,0.88,0.29,0.1,0.27,1.8148148148148147,0.39,5.22,21.0,2021
Isaiah Joe,G,3.6,0.64,1.02,0.25,0.05,0.35,1.8285714285714287,0.3,5.21,22.0,2022
Isaiah Joe,G,9.47,1.21,2.4,0.66,0.11,0.53,2.283018867924528,0.77,13.32,23.0,2023
Isaiah Joe,G,8.15,1.27,2.31,0.59,0.28,0.6,2.1166666666666667,0.87,12.0,24.0,2024
Cameron Johnson,F,8.84,1.21,3.28,0.63,0.35,0.56,2.1607142857142856,0.98,13.75,24.0,2020
Cameron Johnson,F,9.55,1.43,3.32,0.62,0.27,0.67,2.134328358208955,0.89,14.52,25.0,2021
Cameron Johnson,F,12.45,1.5,4.14,0.86,0.24,0.71,2.1126760563380285,1.1,18.48,26.0,2022
Cameron Johnson,F,13.88,1.53,3.82,0.88,0.35,0.59,2.593220338983051,1.23,19.87,27.0,2023
Cameron Johnson,F,16.56,2.08,4.8,1.4,0.32,1.08,1.9259259259259258,1.72,24.08,27.0,2023
Cameron Johnson,F,15.48,1.86,4.4,1.19,0.33,0.88,2.1136363636363638,1.52,22.38,27.0,2023
Cameron Johnson,F,13.38,2.38,4.33,0.84,0.26,0.98,2.4285714285714284,1.1,20.21,28.0,2024
Jalen Johnson,F,2.36,0.14,1.18,0.14,0.09,0.41,0.34146341463414637,0.23,3.5,20.0,2022
Jalen Johnson,F,5.64,1.19,4.03,0.54,0.49,0.59,2.016949152542373,1.03,11.3,21.0,2023
Jalen Johnson,F,16.0,3.62,8.71,1.2,0.84,1.8,2.011111111111111,2.04,28.57,22.0,2024
James Johnson,F,7.91,1.36,3.67,0.77,1.0,1.13,1.2035398230088497,1.77,13.58,28.0,2015
James Johnson,F,5.04,1.18,2.21,0.51,0.58,0.95,1.2421052631578948,1.09,8.57,29.0,2016
James Johnson,F,12.83,3.63,4.95,1.0,1.13,2.25,1.6133333333333333,2.13,21.29,30.0,2017
James Johnson,F,10.79,3.84,4.9,0.96,0.7,1.93,1.9896373056994818,1.66,19.26,31.0,2018
James Johnson,F,7.78,2.45,3.2,0.64,0.49,1.35,1.8148148148148149,1.13,13.21,32.0,2019
James Johnson,F,5.67,1.17,2.89,0.33,0.72,0.83,1.4096385542168675,1.05,9.95,33.0,2020
James Johnson,F,12.0,3.79,4.71,1.36,1.36,2.36,1.6059322033898307,2.72,20.86,33.0,2020
James Johnson,F,8.44,2.31,3.69,0.78,1.0,1.5,1.54,1.78,14.72,33.0,2020
James Johnson,F,5.72,1.72,2.97,0.83,0.79,0.93,1.8494623655913978,1.62,11.1,34.0,2021
James Johnson,F,9.18,2.18,4.14,0.82,0.86,1.27,1.7165354330708662,1.68,15.91,34.0,2021
James Johnson,F,7.22,1.92,3.47,0.82,0.82,1.08,1.7777777777777777,1.64,13.17,34.0,2021
James Johnson,F,5.48,2.1,3.47,0.48,0.55,0.77,2.7272727272727275,1.03,11.31,35.0,2022
James Johnson,F,2.83,0.83,1.67,0.39,0.33,0.44,1.8863636363636362,0.72,5.61,36.0,2023
James Johnson,F,0.89,0.89,0.44,0.56,0.11,0.56,1.5892857142857142,0.67,2.33,37.0,2024
Keldon Johnson,F,9.06,0.88,3.35,0.82,0.12,0.76,1.1578947368421053,0.94,13.47,20.0,2020
Keldon Johnson,F,12.77,1.75,5.97,0.58,0.35,1.13,1.5486725663716816,0.93,20.29,21.0,2021
Keldon Johnson,F,17.04,2.11,6.09,0.77,0.19,1.23,1.7154471544715446,0.96,24.97,22.0,2022
Keldon Johnson,F,21.98,2.9,5.05,0.73,0.17,2.13,1.3615023474178405,0.9,28.7,23.0,2023
Keldon Johnson,F,15.71,2.83,5.46,0.74,0.29,1.45,1.9517241379310346,1.03,23.58,24.0,2024
Keon Johnson,G,3.53,0.87,1.4,0.47,0.13,0.47,1.8510638297872342,0.6,5.93,20.0,2022
Keon Johnson,G,9.73,2.86,2.73,0.95,0.45,1.77,1.615819209039548,1.4,14.95,20.0,2022
Keon Johnson,G,7.22,2.05,2.19,0.76,0.32,1.24,1.6532258064516128,1.08,11.3,20.0,2022
Keon Johnson,G,4.72,1.48,1.1,0.48,0.15,1.08,1.3703703703703702,0.63,6.85,21.0,2023
Keon Johnson,G,6.2,0.6,1.4,0.6,0.2,1.0,0.6,0.8,8.0,22.0,2024
Nikola Jokić,C,9.95,2.36,7.0,0.99,0.62,1.3,1.8153846153846152,1.61,19.62,21.0,2016
Nikola Jokić,C,16.73,4.92,9.84,0.84,0.75,2.34,2.1025641025641026,1.59,30.74,22.0,2017
Nikola Jokić,C,18.47,6.11,10.71,1.2,0.81,2.8,2.1821428571428574,2.01,34.5,23.0,2018
Nikola Jokić,C,20.05,7.25,10.81,1.35,0.69,3.1,2.338709677419355,2.04,37.05,24.0,2019
